BR,rho,rec_sp,don_sp,sensitivity
0.2,0.19,Cc,Ac,1.2301932323261278
0.2,0.19,Cc,both,1.1699785906918192
0.2,0.19,Cc,Cm,0.8534316515254136
0.2,0.19,Cc,Ac,1.1949312764824562
0.2,0.19,Cc,both,1.0250370126727706
0.2,0.19,Cc,Cm,0.8834513466107441
0.2,0.19,Cc,Ac,1.176157457294603
0.2,0.19,Cc,both,1.0552729555362015
0.2,0.19,Cc,Cm,0.7981063179251674
0.2,0.19,Cc,Ac,1.1697739895195884
0.2,0.19,Cc,both,0.981888680810103
0.2,0.19,Cc,Cm,0.8908920065733552
0.2,0.19,Cc,Ac,1.2535424286488421
0.2,0.19,Cc,both,1.1443594041060583
0.2,0.19,Cc,Cm,0.8892571529895441
0.2,0.19,Cc,Ac,1.203061368011748
0.2,0.19,Cc,both,1.0617438762000218
0.2,0.19,Cc,Cm,0.8993950860923092
0.2,0.19,Cc,Ac,1.192522318895727
0.2,0.19,Cc,both,1.06350101353469
0.2,0.19,Cc,Cm,0.9626510723179622
0.2,0.19,Cc,Ac,1.219171844690176
0.2,0.19,Cc,both,1.1565850505728157
0.2,0.19,Cc,Cm,0.9094842785165469
0.2,0.19,Cc,Ac,1.239797328577794
0.2,0.19,Cc,both,1.1385275065893141
0.2,0.19,Cc,Cm,0.9612240282416747
0.2,0.19,Cc,Ac,1.2336531858025748
0.2,0.19,Cc,both,1.1838260249031483
0.2,0.19,Cc,Cm,0.9129039836279638
0.2,0.19,Cc,Ac,1.178614848710804
0.2,0.19,Cc,both,1.0673735029169742
0.2,0.19,Cc,Cm,0.96345493565075635
0.2,0.19,Cc,Ac,1.1994459421193207
0.2,0.19,Cc,both,1.1408626674806486
0.2,0.19,Cc,Cm,0.9842457735557426
0.2,0.19,Cc,Ac,1.20801204718003
0.2,0.19,Cc,both,1.1591574111660699
0.2,0.19,Cc,Cm,0.8457100782491022
0.2,0.19,Cc,Ac,1.2910866625591932
0.2,0.19,Cc,both,1.1395446782947367
0.2,0.19,Cc,Cm,0.9045480610575094
0.2,0.19,Cc,Ac,1.2111609355116433
0.2,0.19,Cc,both,1.0997698859396807
0.2,0.19,Cc,Cm,0.9440094710804738
0.2,0.19,Cc,Ac,1.2619480231062634
0.2,0.19,Cc,both,1.1930909016488138
0.2,0.19,Cc,Cm,0.9845158510107526
0.2,0.19,Cc,Ac,1.2776199375554476
0.2,0.19,Cc,both,1.2279050025855387
0.2,0.19,Cc,Cm,0.9366201322713279
0.2,0.19,Cc,Ac,1.2226805467963813
0.2,0.19,Cc,both,1.1264985619464112
0.2,0.19,Cc,Cm,0.8342733613777374
0.2,0.19,Cc,Ac,1.2309828462668966
0.2,0.19,Cc,both,1.0615197111457637
0.2,0.19,Cc,Cm,0.9686935630255599
0.2,0.19,Cc,Ac,1.2269167890244368
0.2,0.19,Cc,both,1.1895292241265285
0.2,0.19,Cc,Cm,0.8862482550167862
0.2,0.19,Cc,Ac,1.2148269670585912
0.2,0.19,Cc,both,1.091160176120892
0.2,0.19,Cc,Cm,0.8743752056671028
0.2,0.19,Cc,Ac,1.2336696954048265
0.2,0.19,Cc,both,1.1006413454646733
0.2,0.19,Cc,Cm,0.930085484323264
0.2,0.19,Cc,Ac,1.2253948001526298
0.2,0.19,Cc,both,1.1373824606822902
0.2,0.19,Cc,Cm,0.8058371203298084
0.2,0.19,Cc,Ac,1.267270636742941
0.2,0.19,Cc,both,1.0581706359275973
0.2,0.19,Cc,Cm,0.9164283536615597
0.2,0.19,Cc,Ac,1.2713353562684573
0.2,0.19,Cc,both,1.1726123496162566
0.2,0.19,Cc,Cm,0.9637109706204717
0.2,0.19,Cc,Ac,1.2577509912041795
0.2,0.19,Cc,both,1.2205958415786553
0.2,0.19,Cc,Cm,0.8797323158807313
0.2,0.19,Cc,Ac,1.2499032551725964
0.2,0.19,Cc,both,1.1374888889290227
0.2,0.19,Cc,Cm,0.8486147451690231
0.2,0.19,Cc,Ac,1.1832300750248572
0.2,0.19,Cc,both,1.01326289904953
0.2,0.19,Cc,Cm,0.9272762413659282
0.2,0.19,Cc,Ac,1.2626229030191698
0.2,0.19,Cc,both,1.1660311974560864
0.2,0.19,Cc,Cm,0.8763912001768044
0.2,0.19,Cc,Ac,1.241638039614416
0.2,0.19,Cc,both,1.1059751339794928
0.2,0.19,Cc,Cm,0.8833467680956624
0.2,0.19,Cc,Ac,1.2265409294028253
0.2,0.19,Cc,both,1.0959987894015926
0.2,0.19,Cc,Cm,0.9970550916550968
0.2,0.19,Cc,Ac,1.3218077853041261
0.2,0.19,Cc,both,1.3212318095898419
0.2,0.19,Cc,Cm,1.0155068970586212
0.2,0.19,Cc,Ac,1.2397076089495005
0.2,0.19,Cc,both,1.257914092485476
0.2,0.19,Cc,Cm,0.8765551529110673
0.2,0.19,Cc,Ac,1.1937623168151925
0.2,0.19,Cc,both,1.0353117845962625
0.2,0.19,Cc,Cm,0.9667838038673637
0.2,0.19,Cc,Ac,1.214934253293477
0.2,0.19,Cc,both,1.1685613547946245
0.2,0.19,Cc,Cm,0.8173545620582012
0.2,0.19,Cc,Ac,1.173996012506379
0.2,0.19,Cc,both,0.9664267302449316
0.2,0.19,Cc,Cm,0.7841847061063179
0.2,0.19,Cc,Ac,1.177695771748992
0.2,0.19,Cc,both,0.9342116200212186
0.2,0.19,Cc,Cm,0.9205771447822317
0.2,0.19,Cc,Ac,1.21967293818932
0.2,0.19,Cc,both,1.1033021454355618
0.2,0.19,Cc,Cm,0.9395422961151362
0.2,0.19,Cc,Ac,1.2881284748069555
0.2,0.19,Cc,both,1.2203418706398579
0.2,0.19,Cc,Cm,0.9302861791570828
0.2,0.19,Cc,Ac,1.2508472661627803
0.2,0.19,Cc,both,1.1593373656160677
0.2,0.19,Cc,Cm,0.9203807937127957
0.2,0.19,Cc,Ac,1.2307519163706966
0.2,0.19,Cc,both,1.1190591801504879
0.2,0.19,Cc,Cm,0.9208111171358554
0.2,0.19,Cc,Ac,1.242852018468157
0.2,0.19,Cc,both,1.151777346574264
0.2,0.19,Cc,Cm,0.8199164275037852
0.2,0.19,Cc,Ac,1.190526992672264
0.2,0.19,Cc,both,0.9932606595837312
0.2,0.19,Cc,Cm,0.9198741528168483
0.2,0.19,Cc,Ac,1.235490944069202
0.2,0.19,Cc,both,1.1489268287642143
0.2,0.19,Cc,Cm,0.9036564877624189
0.2,0.19,Cc,Ac,1.2124012668098556
0.2,0.19,Cc,both,1.1162252201055478
0.2,0.19,Cc,Cm,0.7470952515928441
0.2,0.19,Cc,Ac,1.1861206938359712
0.2,0.19,Cc,both,0.943140028169856
0.2,0.19,Cc,Cm,1.0156253197182281
0.2,0.19,Cc,Ac,1.2613956949560816
0.2,0.19,Cc,both,1.270129420727664
0.2,0.19,Cc,Cm,0.8595197921620165
0.2,0.19,Cc,Ac,1.2168816788954524
0.2,0.19,Cc,both,1.0760239413128865
0.2,0.19,Cc,Cm,0.9066858286678744
0.2,0.19,Cc,Ac,1.1935844859056166
0.2,0.19,Cc,both,1.116619327399893
0.2,0.19,Cc,Cm,0.8881803962103066
0.2,0.19,Cc,Ac,1.1799556117328636
0.2,0.19,Cc,both,1.036344493000779
0.2,0.19,Cc,Cm,0.8304742872536488
0.2,0.19,Cc,Ac,1.167713471607455
0.2,0.19,Cc,both,0.9777534218473297
0.2,0.19,Cc,Cm,0.9296123947715974
0.2,0.19,Cc,Ac,1.2432347045741856
0.2,0.19,Cc,both,1.1620977996753734
0.2,0.19,Cc,Cm,0.7943684719041342
0.2,0.19,Cc,Ac,1.2110469216120336
0.2,0.19,Cc,both,0.9829841783570012
0.2,0.19,Cc,Cm,0.8539239783862284
0.2,0.19,Cc,Ac,1.280050684588642
0.2,0.19,Cc,both,1.1210824464242262
0.2,0.19,Cc,Cm,0.9273040306370989
0.2,0.19,Cc,Ac,1.2822017406603279
0.2,0.19,Cc,both,1.2048602684804721
0.2,0.19,Cc,Cm,0.8135863923263175
0.2,0.19,Cc,Ac,1.1601373963689554
0.2,0.19,Cc,both,0.9368018953698525
0.2,0.19,Cc,Cm,0.9364651123013323
0.2,0.19,Cc,Ac,1.2261283146666702
0.2,0.19,Cc,both,1.1694706549985552
0.2,0.19,Cc,Cm,0.8830935923008393
0.2,0.19,Cc,Ac,1.1583685278915332
0.2,0.19,Cc,both,1.0072176901381789
0.2,0.29000000000000004,Cc,Cm,0.9298107179331624
0.2,0.29000000000000004,Cc,Ac,1.2176499740531863
0.2,0.29000000000000004,Cc,both,1.1301736976936951
0.2,0.29000000000000004,Cc,Cm,0.832298955473081
0.2,0.29000000000000004,Cc,Ac,1.1710989389524533
0.2,0.29000000000000004,Cc,both,0.9983893163109039
0.2,0.29000000000000004,Cc,Cm,0.9515496084890785
0.2,0.29000000000000004,Cc,Ac,1.1841029366205122
0.2,0.29000000000000004,Cc,both,1.1318672204425906
0.2,0.29000000000000004,Cc,Cm,0.8528816350367202
0.2,0.29000000000000004,Cc,Ac,1.1981093531117248
0.2,0.29000000000000004,Cc,both,1.051947778446925
0.2,0.29000000000000004,Cc,Cm,0.960948456056491
0.2,0.29000000000000004,Cc,Ac,1.2527771883627281
0.2,0.29000000000000004,Cc,both,1.2058759747665253
0.2,0.29000000000000004,Cc,Cm,0.8734402432560265
0.2,0.29000000000000004,Cc,Ac,1.1316153298760372
0.2,0.29000000000000004,Cc,both,0.9818543441659655
0.2,0.29000000000000004,Cc,Cm,0.833323419747913
0.2,0.29000000000000004,Cc,Ac,1.2945902268756617
0.2,0.29000000000000004,Cc,both,1.1619832669250125
0.2,0.29000000000000004,Cc,Cm,0.8962434353129842
0.2,0.29000000000000004,Cc,Ac,1.2280197307896572
0.2,0.29000000000000004,Cc,both,1.1272165751767007
0.2,0.29000000000000004,Cc,Cm,0.9210463473295205
0.2,0.29000000000000004,Cc,Ac,1.1695090975813767
0.2,0.29000000000000004,Cc,both,1.078042811780754
0.2,0.29000000000000004,Cc,Cm,0.938038588508858
0.2,0.29000000000000004,Cc,Ac,1.2749620095529253
0.2,0.29000000000000004,Cc,both,1.217391729658349
0.2,0.29000000000000004,Cc,Cm,0.875993145966141
0.2,0.29000000000000004,Cc,Ac,1.1510671618977104
0.2,0.29000000000000004,Cc,both,1.0365221529924822
0.2,0.29000000000000004,Cc,Cm,0.8289323957601181
0.2,0.29000000000000004,Cc,Ac,1.2534651369852279
0.2,0.29000000000000004,Cc,both,1.0878122221698028
0.2,0.29000000000000004,Cc,Cm,0.9619559836985558
0.2,0.29000000000000004,Cc,Ac,1.2172333743139387
0.2,0.29000000000000004,Cc,both,1.174003360012459
0.2,0.29000000000000004,Cc,Cm,0.954227629494767
0.2,0.29000000000000004,Cc,Ac,1.2067233351496314
0.2,0.29000000000000004,Cc,both,1.1478704328753206
0.2,0.29000000000000004,Cc,Cm,0.9668933414304691
0.2,0.29000000000000004,Cc,Ac,1.161448311603207
0.2,0.29000000000000004,Cc,both,1.100220661792609
0.2,0.29000000000000004,Cc,Cm,0.8589196855831067
0.2,0.29000000000000004,Cc,Ac,1.184566184435097
0.2,0.29000000000000004,Cc,both,1.035690283729778
0.2,0.29000000000000004,Cc,Cm,0.8908181614684519
0.2,0.29000000000000004,Cc,Ac,1.194534679730942
0.2,0.29000000000000004,Cc,both,1.074539734110367
0.2,0.29000000000000004,Cc,Cm,0.9922831218074278
0.2,0.29000000000000004,Cc,Ac,1.2005068905277927
0.2,0.29000000000000004,Cc,both,1.1810190145886594
0.2,0.29000000000000004,Cc,Cm,0.8930275640259702
0.2,0.29000000000000004,Cc,Ac,1.161302651662772
0.2,0.29000000000000004,Cc,both,1.0382700309800836
0.2,0.29000000000000004,Cc,Cm,0.8349574878401117
0.2,0.29000000000000004,Cc,Ac,1.1853056946338392
0.2,0.29000000000000004,Cc,both,1.016581312061241
0.2,0.29000000000000004,Cc,Cm,0.8731645186194642
0.2,0.29000000000000004,Cc,Ac,1.1728173818050642
0.2,0.29000000000000004,Cc,both,1.0388068805710262
0.2,0.29000000000000004,Cc,Cm,0.8775531528889127
0.2,0.29000000000000004,Cc,Ac,1.2174251306705801
0.2,0.29000000000000004,Cc,both,1.0888155144854392
0.2,0.29000000000000004,Cc,Cm,0.8373872573388649
0.2,0.29000000000000004,Cc,Ac,1.192001442042199
0.2,0.29000000000000004,Cc,both,1.044015148088365
0.2,0.29000000000000004,Cc,Cm,0.8949885862216292
0.2,0.29000000000000004,Cc,Ac,1.261110488604617
0.2,0.29000000000000004,Cc,both,1.1724059493601808
0.2,0.29000000000000004,Cc,Cm,0.8094659798776185
0.2,0.29000000000000004,Cc,Ac,1.1714476996700736
0.2,0.29000000000000004,Cc,both,0.9840338466783826
0.2,0.29000000000000004,Cc,Cm,0.9354216544473434
0.2,0.29000000000000004,Cc,Ac,1.2016822087929109
0.2,0.29000000000000004,Cc,both,1.1291383846147995
0.2,0.29000000000000004,Cc,Cm,0.909333364562458
0.2,0.29000000000000004,Cc,Ac,1.1953674407297759
0.2,0.29000000000000004,Cc,both,1.098852351922264
0.2,0.29000000000000004,Cc,Cm,0.8795664327350713
0.2,0.29000000000000004,Cc,Ac,1.2580599391077842
0.2,0.29000000000000004,Cc,both,1.1628471346078288
0.2,0.29000000000000004,Cc,Cm,0.900451656785572
0.2,0.29000000000000004,Cc,Ac,1.215840830275612
0.2,0.29000000000000004,Cc,both,1.1147625263613334
0.2,0.29000000000000004,Cc,Cm,0.8903205735358888
0.2,0.29000000000000004,Cc,Ac,1.2065877570530494
0.2,0.29000000000000004,Cc,both,1.0963300764113852
0.2,0.29000000000000004,Cc,Cm,0.9916438683410577
0.2,0.29000000000000004,Cc,Ac,1.2198215563756574
0.2,0.29000000000000004,Cc,both,1.2072100910761931
0.2,0.29000000000000004,Cc,Cm,0.9045750261922487
0.2,0.29000000000000004,Cc,Ac,1.2208362437069022
0.2,0.29000000000000004,Cc,both,1.1179257855436049
0.2,0.29000000000000004,Cc,Cm,0.9177516554185301
0.2,0.29000000000000004,Cc,Ac,1.226980903941125
0.2,0.29000000000000004,Cc,both,1.1248167906681197
0.2,0.29000000000000004,Cc,Cm,1.006200550176228
0.2,0.29000000000000004,Cc,Ac,1.2208090483471865
0.2,0.29000000000000004,Cc,both,1.2194127722907921
0.2,0.29000000000000004,Cc,Cm,0.8684119262256391
0.2,0.29000000000000004,Cc,Ac,1.1692800046270841
0.2,0.29000000000000004,Cc,both,1.0393099701412993
0.2,0.29000000000000004,Cc,Cm,0.8650042727237386
0.2,0.29000000000000004,Cc,Ac,1.1853264013680995
0.2,0.29000000000000004,Cc,both,1.048009166597361
0.2,0.29000000000000004,Cc,Cm,0.8789700577386614
0.2,0.29000000000000004,Cc,Ac,1.1500422287455532
0.2,0.29000000000000004,Cc,both,1.021063487929325
0.2,0.29000000000000004,Cc,Cm,0.8705387411926273
0.2,0.29000000000000004,Cc,Ac,1.1939299676656818
0.2,0.29000000000000004,Cc,both,1.0554168882384771
0.2,0.29000000000000004,Cc,Cm,0.8385735577838876
0.2,0.29000000000000004,Cc,Ac,1.148449170029106
0.2,0.29000000000000004,Cc,both,0.971045592552397
0.2,0.29000000000000004,Cc,Cm,0.8865966894215085
0.2,0.29000000000000004,Cc,Ac,1.1938439498394873
0.2,0.29000000000000004,Cc,both,1.0800260742714183
0.2,0.29000000000000004,Cc,Cm,0.8489481102110569
0.2,0.29000000000000004,Cc,Ac,1.179761394182986
0.2,0.29000000000000004,Cc,both,1.022554276658332
0.2,0.29000000000000004,Cc,Cm,0.9613556128792676
0.2,0.29000000000000004,Cc,Ac,1.2274594223110789
0.2,0.29000000000000004,Cc,both,1.1698265975135045
0.2,0.29000000000000004,Cc,Cm,0.8666716204724629
0.2,0.29000000000000004,Cc,Ac,1.1354011905634684
0.2,0.29000000000000004,Cc,both,0.9915504240585172
0.2,0.29000000000000004,Cc,Cm,0.9167482147079752
0.2,0.29000000000000004,Cc,Ac,1.2219971335250053
0.2,0.29000000000000004,Cc,both,1.1585958948034283
0.2,0.29000000000000004,Cc,Cm,0.8419445687882292
0.2,0.29000000000000004,Cc,Ac,1.2181153773481403
0.2,0.29000000000000004,Cc,both,1.082298006687927
0.2,0.29000000000000004,Cc,Cm,0.8962443800437606
0.2,0.29000000000000004,Cc,Ac,1.1396201610188856
0.2,0.29000000000000004,Cc,both,1.0282004895352532
0.2,0.29000000000000004,Cc,Cm,0.8670456495974342
0.2,0.29000000000000004,Cc,Ac,1.1706292303412729
0.2,0.29000000000000004,Cc,both,1.027708428406058
0.2,0.29000000000000004,Cc,Cm,0.8555657727282346
0.2,0.29000000000000004,Cc,Ac,1.1262477843302594
0.2,0.29000000000000004,Cc,both,0.9949460856350767
0.2,0.29000000000000004,Cc,Cm,0.8977245061652824
0.2,0.29000000000000004,Cc,Ac,1.2378871211980909
0.2,0.29000000000000004,Cc,both,1.158679307872836
0.2,0.29000000000000004,Cc,Cm,0.8169172084438894
0.2,0.29000000000000004,Cc,Ac,1.1727332886657118
0.2,0.29000000000000004,Cc,both,0.9881003874349485
0.2,0.29000000000000004,Cc,Cm,0.8812058300846202
0.2,0.29000000000000004,Cc,Ac,1.2023677267524449
0.2,0.29000000000000004,Cc,both,1.0755593164239308
0.2,0.29000000000000004,Cc,Cm,0.939142009084163
0.2,0.29000000000000004,Cc,Ac,1.2296490254305594
0.2,0.29000000000000004,Cc,both,1.1580718292710537
0.2,0.29000000000000004,Cc,Cm,0.8857416609206266
0.2,0.29000000000000004,Cc,Ac,1.271985025884519
0.2,0.29000000000000004,Cc,both,1.1727204353177998
0.2,0.29000000000000004,Cc,Cm,1.0353556320655204
0.2,0.29000000000000004,Cc,Ac,1.2051519378427928
0.2,0.29000000000000004,Cc,both,1.2326281371276848
0.2,0.29000000000000004,Cc,Cm,0.8930894344659743
0.2,0.29000000000000004,Cc,Ac,1.2347316576245746
0.2,0.29000000000000004,Cc,both,1.1228221856251244
0.2,0.29000000000000004,Cc,Cm,0.9144253837459223
0.2,0.29000000000000004,Cc,Ac,1.1995540527569901
0.2,0.29000000000000004,Cc,both,1.141722106897227
0.2,0.29000000000000004,Cc,Cm,0.8401599929184109
0.2,0.29000000000000004,Cc,Ac,1.1638030390389347
0.2,0.29000000000000004,Cc,both,0.989152732194102
0.2,0.29000000000000004,Cc,Cm,0.953066090498741
0.2,0.29000000000000004,Cc,Ac,1.2100063934429357
0.2,0.29000000000000004,Cc,both,1.1591306268634878
0.2,0.29000000000000004,Cc,Cm,0.8850435118986786
0.2,0.29000000000000004,Cc,Ac,1.1694578469980546
0.2,0.29000000000000004,Cc,both,1.0544555597799605
0.2,0.29000000000000004,Cc,Cm,0.8933662298209797
0.2,0.29000000000000004,Cc,Ac,1.1964253132369858
0.2,0.29000000000000004,Cc,both,1.0872734775817916
0.2,0.29000000000000004,Cc,Cm,0.8390584724938054
0.2,0.29000000000000004,Cc,Ac,1.1563756424261293
0.2,0.29000000000000004,Cc,both,1.0062208971798141
0.2,0.29000000000000004,Cc,Cm,0.9188718287156596
0.2,0.29000000000000004,Cc,Ac,1.192788644320049
0.2,0.29000000000000004,Cc,both,1.1092387468439082
0.2,0.29000000000000004,Cc,Cm,0.8897098944294117
0.2,0.29000000000000004,Cc,Ac,1.2248318363136803
0.2,0.29000000000000004,Cc,both,1.1118895405344524
0.2,0.29000000000000004,Cc,Cm,0.857287189592866
0.2,0.29000000000000004,Cc,Ac,1.2245989779763697
0.2,0.29000000000000004,Cc,both,1.069836570385262
0.2,0.29000000000000004,Cc,Cm,0.9096484448889622
0.2,0.29000000000000004,Cc,Ac,1.1762700299096829
0.2,0.29000000000000004,Cc,both,1.0698557239773239
0.2,0.29000000000000004,Cc,Cm,0.89800728660962
0.2,0.29000000000000004,Cc,Ac,1.1526359549060043
0.2,0.29000000000000004,Cc,both,1.0486880983332794
0.2,0.29000000000000004,Cc,Cm,0.8767285245330129
0.2,0.29000000000000004,Cc,Ac,1.2309767928046427
0.2,0.29000000000000004,Cc,both,1.1189718707970135
0.2,0.29000000000000004,Cc,Cm,1.0077703393685713
0.2,0.29000000000000004,Cc,Ac,1.2339210330383905
0.2,0.29000000000000004,Cc,both,1.252896038423279
0.2,0.29000000000000004,Cc,Cm,0.8835505633388684
0.2,0.29000000000000004,Cc,Ac,1.1571751362330953
0.2,0.29000000000000004,Cc,both,1.027578363790579
0.2,0.29000000000000004,Cc,Cm,0.8098881471266
0.2,0.29000000000000004,Cc,Ac,1.1562913263818166
0.2,0.29000000000000004,Cc,both,0.9598433083417194
0.2,0.29000000000000004,Cc,Cm,0.8512198704615177
0.2,0.29000000000000004,Cc,Ac,1.1996142456880523
0.2,0.29000000000000004,Cc,both,1.0574092306883844
0.2,0.29000000000000004,Cc,Cm,0.9681245920207345
0.2,0.29000000000000004,Cc,Ac,1.2085249380667495
0.2,0.29000000000000004,Cc,both,1.162282084707201
0.2,0.29000000000000004,Cc,Cm,0.9121753001289911
0.2,0.29000000000000004,Cc,Ac,1.2123111799778081
0.2,0.29000000000000004,Cc,both,1.1271532422805102
0.2,0.29000000000000004,Cc,Cm,0.8769400816533424
0.2,0.29000000000000004,Cc,Ac,1.1764969782666683
0.2,0.29000000000000004,Cc,both,1.0454843284682727
0.2,0.29000000000000004,Cc,Cm,0.8241264435027051
0.2,0.29000000000000004,Cc,Ac,1.1551908054999735
0.2,0.29000000000000004,Cc,both,0.9737841135833023
0.2,0.29000000000000004,Cc,Cm,0.9493013169256026
0.2,0.29000000000000004,Cc,Ac,1.1804369495609541
0.2,0.29000000000000004,Cc,both,1.145102093604583
0.2,0.29000000000000004,Cc,Cm,0.9214046408566435
0.2,0.29000000000000004,Cc,Ac,1.1605509086942438
0.2,0.29000000000000004,Cc,both,1.090484554800516
0.2,0.29000000000000004,Cc,Cm,0.8989366450116364
0.2,0.29000000000000004,Cc,Ac,1.2398427108207422
0.2,0.29000000000000004,Cc,both,1.1479333337822104
0.2,0.29000000000000004,Cc,Cm,0.8552070522968319
0.2,0.29000000000000004,Cc,Ac,1.3242492530847823
0.2,0.29000000000000004,Cc,both,1.2192404994231119
0.2,0.29000000000000004,Cc,Cm,0.8375072694673728
0.2,0.29000000000000004,Cc,Ac,1.2804211106249241
0.2,0.29000000000000004,Cc,both,1.1487561992888478
0.2,0.29000000000000004,Cc,Cm,0.8373642183334352
0.2,0.29000000000000004,Cc,Ac,1.1460668661606344
0.2,0.29000000000000004,Cc,both,0.9754176278438207
0.2,0.29000000000000004,Cc,Cm,0.9533507247630292
0.2,0.29000000000000004,Cc,Ac,1.2051288735576298
0.2,0.29000000000000004,Cc,both,1.1698579844576567
0.2,0.29000000000000004,Cc,Cm,0.9263077699764054
0.2,0.29000000000000004,Cc,Ac,1.259970370399276
0.2,0.29000000000000004,Cc,both,1.2191327364940334
0.2,0.29000000000000004,Cc,Cm,0.8445574216066366
0.2,0.29000000000000004,Cc,Ac,1.1594589096976209
0.2,0.29000000000000004,Cc,both,0.9992780288147203
0.2,0.29000000000000004,Cc,Cm,0.9120109004961882
0.2,0.29000000000000004,Cc,Ac,1.1784177768696456
0.2,0.29000000000000004,Cc,both,1.1009361231590071
0.2,0.29000000000000004,Cc,Cm,0.8957803423545374
0.2,0.29000000000000004,Cc,Ac,1.150563401011766
0.2,0.29000000000000004,Cc,both,1.0167356688271765
0.2,0.29000000000000004,Cc,Cm,0.8227973167014592
0.2,0.29000000000000004,Cc,Ac,1.1936790749971538
0.2,0.29000000000000004,Cc,both,1.0185776558805804
0.2,0.29000000000000004,Cc,Cm,0.8430911027699137
0.2,0.29000000000000004,Cc,Ac,1.138506505608046
0.2,0.29000000000000004,Cc,both,0.9609238650634829
0.2,0.29000000000000004,Cc,Cm,0.832635254217889
0.2,0.29000000000000004,Cc,Ac,1.1226238818872263
0.2,0.29000000000000004,Cc,both,0.952859212836232
0.2,0.29000000000000004,Cc,Cm,0.9608792643696892
0.2,0.29000000000000004,Cc,Ac,1.2368921602093348
0.2,0.29000000000000004,Cc,both,1.1920351416537063
0.2,0.29000000000000004,Cc,Cm,0.857664737551996
0.2,0.29000000000000004,Cc,Ac,1.2124772926211163
0.2,0.29000000000000004,Cc,both,1.0766571796225883
0.2,0.29000000000000004,Cc,Cm,0.8149090268041669
0.2,0.29000000000000004,Cc,Ac,1.1866122832078478
0.2,0.29000000000000004,Cc,both,1.0037476510578534
0.2,0.29000000000000004,Cc,Cm,0.9150995663798365
0.2,0.29000000000000004,Cc,Ac,1.2124905653458027
0.2,0.29000000000000004,Cc,both,1.1377987294914673
0.2,0.29000000000000004,Cc,Cm,0.9783763472281528
0.2,0.29000000000000004,Cc,Ac,1.1930144912821508
0.2,0.29000000000000004,Cc,both,1.1700634068871145
0.2,0.29000000000000004,Cc,Cm,0.9683402568036472
0.2,0.29000000000000004,Cc,Ac,1.2119449857279254
0.2,0.29000000000000004,Cc,both,1.1649059478513608
0.2,0.29000000000000004,Cc,Cm,0.9235721417054812
0.2,0.29000000000000004,Cc,Ac,1.2789328419735144
0.2,0.29000000000000004,Cc,both,1.1922899428679568
0.2,0.29000000000000004,Cc,Cm,0.9130443092314273
0.2,0.29000000000000004,Cc,Ac,1.1939174250426807
0.2,0.29000000000000004,Cc,both,1.085690492443588
0.2,0.29000000000000004,Cc,Cm,0.9181928697557631
0.2,0.29000000000000004,Cc,Ac,1.2233502107530512
0.2,0.29000000000000004,Cc,both,1.136440395278604
0.2,0.29000000000000004,Cc,Cm,0.9273363158636679
0.2,0.29000000000000004,Cc,Ac,1.2447917485363291
0.2,0.29000000000000004,Cc,both,1.169792802855494
0.2,0.29000000000000004,Cc,Cm,0.9192170106643787
0.2,0.29000000000000004,Cc,Ac,1.2219884936455343
0.2,0.29000000000000004,Cc,both,1.1371606262478486
0.2,0.39,Cc,Cm,0.8309387848647801
0.2,0.39,Cc,Ac,1.1842770097967141
0.2,0.39,Cc,both,1.0201738529649924
0.2,0.39,Cc,Cm,0.8391005648226074
0.2,0.39,Cc,Ac,1.1330096052379515
0.2,0.39,Cc,both,0.9719165575187863
0.2,0.39,Cc,Cm,0.8903743473429852
0.2,0.39,Cc,Ac,1.1285100311673109
0.2,0.39,Cc,both,1.0079764665391493
0.2,0.39,Cc,Cm,0.927686786359918
0.2,0.39,Cc,Ac,1.1913302675728554
0.2,0.39,Cc,both,1.1302613546658933
0.2,0.39,Cc,Cm,0.8945168401262273
0.2,0.39,Cc,Ac,1.1470944255622981
0.2,0.39,Cc,both,1.046271383420993
0.2,0.39,Cc,Cm,0.9006714615686938
0.2,0.39,Cc,Ac,1.081956950218742
0.2,0.39,Cc,both,0.9776150325445004
0.2,0.39,Cc,Cm,1.0216782619106595
0.2,0.39,Cc,Ac,1.1460565715531577
0.2,0.39,Cc,both,1.200456771468938
0.2,0.39,Cc,Cm,0.94292827575311855
0.2,0.39,Cc,Ac,1.1271861532545304
0.2,0.39,Cc,both,1.0648912043364553
0.2,0.39,Cc,Cm,0.8833428398152398
0.2,0.39,Cc,Ac,1.1380430218140538
0.2,0.39,Cc,both,1.0186086433638923
0.2,0.39,Cc,Cm,0.8731555704314418
0.2,0.39,Cc,Ac,1.1727619117088812
0.2,0.39,Cc,both,1.0495163456811425
0.2,0.39,Cc,Cm,0.9939777811918639
0.2,0.39,Cc,Ac,1.190969750223336
0.2,0.39,Cc,both,1.1802881915298045
0.2,0.39,Cc,Cm,0.8661298757326309
0.2,0.39,Cc,Ac,1.1582804980104036
0.2,0.39,Cc,both,1.0224680854851083
0.2,0.39,Cc,Cm,0.959921983254167
0.2,0.39,Cc,Ac,1.155890985760323
0.2,0.39,Cc,both,1.1113138366812962
0.2,0.39,Cc,Cm,0.9056260826131359
0.2,0.39,Cc,Ac,1.1082902121336617
0.2,0.39,Cc,both,0.9983991058817596
0.2,0.39,Cc,Cm,0.9241767484488024
