BR,rho,rec_sp,don_sp,sensitivity
0.5,0.6900000000000001,Cc,Cm,0.9843237979676569
0.5,0.6900000000000001,Cc,Ac,1.182114945312585
0.5,0.6900000000000001,Cc,both,1.171702070338577
0.5,0.6900000000000001,Cc,Cm,0.9725182063956237
0.5,0.6900000000000001,Cc,Ac,1.1319917229718315
0.5,0.6900000000000001,Cc,both,1.1040758981675445
0.5,0.6900000000000001,Cc,Cm,0.9331021425871919
0.5,0.6900000000000001,Cc,Ac,1.2087598685377325
0.5,0.6900000000000001,Cc,both,1.1563262767933187
0.5,0.6900000000000001,Cc,Cm,0.9473785595786389
0.5,0.6900000000000001,Cc,Ac,1.11215383928739
0.5,0.6900000000000001,Cc,both,1.0612485486218617
0.5,0.6900000000000001,Cc,Cm,0.9523159966694843
0.5,0.6900000000000001,Cc,Ac,1.212013522219332
0.5,0.6900000000000001,Cc,both,1.184673129845679
0.5,0.6900000000000001,Cc,Cm,0.9648468788952711
0.5,0.6900000000000001,Cc,Ac,1.1265723776575982
0.5,0.6900000000000001,Cc,both,1.0995360644111811
0.5,0.6900000000000001,Cc,Cm,0.9542632947705434
0.5,0.6900000000000001,Cc,Ac,1.0708299199330094
0.5,0.6900000000000001,Cc,both,1.0377541479212398
0.5,0.6900000000000001,Cc,Cm,0.9750987587465864
0.5,0.6900000000000001,Cc,Ac,1.217639720072584
0.5,0.6900000000000001,Cc,both,1.1952065926322089
0.5,0.6900000000000001,Cc,Cm,0.9678689915714492
0.5,0.6900000000000001,Cc,Ac,1.1109672284287657
0.5,0.6900000000000001,Cc,both,1.0796682894460965
0.5,0.6900000000000001,Cc,Cm,0.9561693739251648
0.5,0.6900000000000001,Cc,Ac,1.1574132107028985
0.5,0.6900000000000001,Cc,both,1.1224891101271448
0.5,0.6900000000000001,Cc,Cm,0.949327890601973
0.5,0.6900000000000001,Cc,Ac,1.1443015932844698
0.5,0.6900000000000001,Cc,both,1.1057797624861512
0.5,0.6900000000000001,Cc,Cm,0.9632387581875911
0.5,0.6900000000000001,Cc,Ac,1.13536415545525
0.5,0.6900000000000001,Cc,both,1.1032885154735321
0.5,0.6900000000000001,Cc,Cm,0.9928863753547708
0.5,0.6900000000000001,Cc,Ac,1.1365065169533908
0.5,0.6900000000000001,Cc,both,1.1350904738567837
0.5,0.6900000000000001,Cc,Cm,0.948517915890167
0.5,0.6900000000000001,Cc,Ac,1.0896415047209036
0.5,0.6900000000000001,Cc,both,1.0474770388140202
0.5,0.6900000000000001,Cc,Cm,0.9700244129677705
0.5,0.6900000000000001,Cc,Ac,1.2050638769573787
0.5,0.6900000000000001,Cc,both,1.184725593423419
0.5,0.6900000000000001,Cc,Cm,0.92885497334152
0.5,0.6900000000000001,Cc,Ac,1.1649895676699844
0.5,0.6900000000000001,Cc,both,1.1101854338302628
0.5,0.6900000000000001,Cc,Cm,0.9951348013382854
0.5,0.6900000000000001,Cc,Ac,1.115635241129367
0.5,0.6900000000000001,Cc,both,1.1179267395089898
0.5,0.6900000000000001,Cc,Cm,0.9637960879098456
0.5,0.6900000000000001,Cc,Ac,1.1650111089980968
0.5,0.6900000000000001,Cc,both,1.1367270951061248
0.5,0.6900000000000001,Cc,Cm,0.9520327228998975
0.5,0.6900000000000001,Cc,Ac,1.2213848324846945
0.5,0.6900000000000001,Cc,both,1.1889219310124879
0.5,0.6900000000000001,Cc,Cm,0.9166730811131107
0.5,0.6900000000000001,Cc,Ac,1.0884150305973337
0.5,0.6900000000000001,Cc,both,1.008602336020777
0.5,0.6900000000000001,Cc,Cm,0.9853459320693861
0.5,0.6900000000000001,Cc,Ac,1.164389519240479
0.5,0.6900000000000001,Cc,both,1.154245295813694
0.5,0.6900000000000001,Cc,Cm,0.9502359202961089
0.5,0.6900000000000001,Cc,Ac,1.223719603911946
0.5,0.6900000000000001,Cc,both,1.1917821050478572
0.5,0.6900000000000001,Cc,Cm,0.936914720372255
0.5,0.6900000000000001,Cc,Ac,1.1158478747131213
0.5,0.6900000000000001,Cc,both,1.0605944912325447
0.5,0.6900000000000001,Cc,Cm,0.9754649133966515
0.5,0.6900000000000001,Cc,Ac,1.2175726884617115
0.5,0.6900000000000001,Cc,both,1.208048276766921
0.5,0.6900000000000001,Cc,Cm,0.9609503555426007
0.5,0.6900000000000001,Cc,Ac,1.3057698944906548
0.5,0.6900000000000001,Cc,both,1.285116377029908
0.5,0.6900000000000001,Cc,Cm,0.9058053994720335
0.5,0.6900000000000001,Cc,Ac,1.2966607494070794
0.5,0.6900000000000001,Cc,both,1.235301835161911
0.5,0.6900000000000001,Cc,Cm,0.9687560152900057
0.5,0.6900000000000001,Cc,Ac,1.1685623108092273
0.5,0.6900000000000001,Cc,both,1.1506748503561062
0.5,0.6900000000000001,Cc,Cm,0.9810109526570882
0.5,0.6900000000000001,Cc,Ac,1.205627128563543
0.5,0.6900000000000001,Cc,both,1.203164964052805
0.5,0.6900000000000001,Cc,Cm,0.9912477878409502
0.5,0.6900000000000001,Cc,Ac,1.3486492915968946
0.5,0.6900000000000001,Cc,both,1.3719327209901298
0.5,0.6900000000000001,Cc,Cm,0.9835675268055479
0.5,0.6900000000000001,Cc,Ac,1.249083028456717
0.5,0.6900000000000001,Cc,both,1.2399442640813356
0.5,0.6900000000000001,Cc,Cm,0.9400834599735138
0.5,0.6900000000000001,Cc,Ac,1.1561491219827866
0.5,0.6900000000000001,Cc,both,1.1133633817701618
0.5,0.6900000000000001,Cc,Cm,0.9624875675996546
0.5,0.6900000000000001,Cc,Ac,1.1957731060436994
0.5,0.6900000000000001,Cc,both,1.171243905243055
0.5,0.6900000000000001,Cc,Cm,0.9543149954908721
0.5,0.6900000000000001,Cc,Ac,1.19031075389843
0.5,0.6900000000000001,Cc,both,1.1555962967526
0.5,0.6900000000000001,Cc,Cm,0.9384508445208383
0.5,0.6900000000000001,Cc,Ac,1.0756111172847516
0.5,0.6900000000000001,Cc,both,1.0628440964732426
0.5,0.6900000000000001,Cc,Cm,0.9640614560285271
0.5,0.6900000000000001,Cc,Ac,1.3464609982829898
0.5,0.6900000000000001,Cc,both,1.344799273106488
0.5,0.6900000000000001,Cc,Cm,0.9712604349833102
0.5,0.6900000000000001,Cc,Ac,1.2146984280960544
0.5,0.6900000000000001,Cc,both,1.1923841738410048
0.5,0.6900000000000001,Cc,Cm,0.9522026548344988
0.5,0.6900000000000001,Cc,Ac,1.0734223909072456
0.5,0.6900000000000001,Cc,both,1.0389211858584313
0.5,0.6900000000000001,Cc,Cm,0.9805768981646816
0.5,0.6900000000000001,Cc,Ac,1.2803104623014745
0.5,0.6900000000000001,Cc,both,1.288192994005334
0.5,0.6900000000000001,Cc,Cm,0.9646116853059601
0.5,0.6900000000000001,Cc,Ac,1.151086750586158
0.5,0.6900000000000001,Cc,both,1.1353815670644087
0.5,0.6900000000000001,Cc,Cm,0.9845645486670399
0.5,0.6900000000000001,Cc,Ac,1.1057957198748458
0.5,0.6900000000000001,Cc,both,1.1026155391158097
0.5,0.6900000000000001,Cc,Cm,0.9598386809051005
0.5,0.6900000000000001,Cc,Ac,1.1545398079101097
0.5,0.6900000000000001,Cc,both,1.1275906328316234
0.5,0.6900000000000001,Cc,Cm,0.9695940208256345
0.5,0.6900000000000001,Cc,Ac,1.1780908862549688
0.5,0.6900000000000001,Cc,both,1.1643462161361946
0.5,0.6900000000000001,Cc,Cm,0.9633564614183363
0.5,0.6900000000000001,Cc,Ac,1.0722665999821974
0.5,0.6900000000000001,Cc,both,1.0454605968302018
0.5,0.6900000000000001,Cc,Cm,0.9868474665092998
0.5,0.6900000000000001,Cc,Ac,1.296186482586085
0.5,0.6900000000000001,Cc,both,1.3070925286279875
0.5,0.6900000000000001,Cc,Cm,0.96396946835764
0.5,0.6900000000000001,Cc,Ac,1.191046852390568
0.5,0.6900000000000001,Cc,both,1.1689371236481552
0.5,0.6900000000000001,Cc,Cm,0.9982742685495308
0.5,0.6900000000000001,Cc,Ac,1.063993643433897
0.5,0.6900000000000001,Cc,both,1.0707717052996542
0.5,0.6900000000000001,Cc,Cm,0.9559970869686657
0.5,0.6900000000000001,Cc,Ac,1.2044110377319308
0.5,0.6900000000000001,Cc,both,1.1657203876704951
0.5,0.6900000000000001,Cc,Cm,0.9662268936429247
0.5,0.6900000000000001,Cc,Ac,1.2401907820708256
0.5,0.6900000000000001,Cc,both,1.2173857317502972
0.5,0.6900000000000001,Cc,Cm,0.9603205890978244
0.5,0.6900000000000001,Cc,Ac,1.23548751683219
0.5,0.6900000000000001,Cc,both,1.210194039554134
0.5,0.6900000000000001,Cc,Cm,0.9372508089957898
0.5,0.6900000000000001,Cc,Ac,1.1886689534938537
0.5,0.6900000000000001,Cc,both,1.1428965390251786
0.5,0.6900000000000001,Cc,Cm,0.9354403709016398
0.5,0.6900000000000001,Cc,Ac,1.1672242017206376
0.5,0.6900000000000001,Cc,both,1.11279228042585
0.5,0.6900000000000001,Cc,Cm,0.9803144283290398
0.5,0.6900000000000001,Cc,Ac,1.204373203463053
0.5,0.6900000000000001,Cc,both,1.1959052667520713
0.5,0.6900000000000001,Cc,Cm,0.9344218419613062
0.5,0.6900000000000001,Cc,Ac,1.144527009638301
0.5,0.6900000000000001,Cc,both,1.0864485868999891
0.5,0.6900000000000001,Cc,Cm,0.98419348729523
0.5,0.6900000000000001,Cc,Ac,1.07661849604823
0.5,0.6900000000000001,Cc,both,1.060614931258446
0.5,0.6900000000000001,Cc,Cm,1.0062606575906907
0.5,0.6900000000000001,Cc,Ac,1.1681933699123603
0.5,0.6900000000000001,Cc,both,1.1776295557367715
0.5,0.6900000000000001,Cc,Cm,0.9418009891655436
0.5,0.6900000000000001,Cc,Ac,1.191455638381916
0.5,0.6900000000000001,Cc,both,1.1461931914142505
0.5,0.6900000000000001,Cc,Cm,0.9691268981297891
0.5,0.6900000000000001,Cc,Ac,1.2334294897017037
0.5,0.6900000000000001,Cc,both,1.2258345975683536
0.5,0.6900000000000001,Cc,Cm,0.9601400125277181
0.5,0.6900000000000001,Cc,Ac,1.1164764963334706
0.5,0.6900000000000001,Cc,both,1.0769304705805536
0.5,0.6900000000000001,Cc,Cm,0.9533087093906062
0.5,0.6900000000000001,Cc,Ac,1.1691602983513376
0.5,0.6900000000000001,Cc,both,1.1426384833472405
0.5,0.6900000000000001,Cc,Cm,0.9673323913053009
0.5,0.6900000000000001,Cc,Ac,1.1858211046794709
0.5,0.6900000000000001,Cc,both,1.1626312353651158
0.5,0.6900000000000001,Cc,Cm,0.9500683421292426
0.5,0.6900000000000001,Cc,Ac,1.2093553236404606
0.5,0.6900000000000001,Cc,both,1.182693865840295
0.5,0.6900000000000001,Cc,Cm,0.9591577601128852
0.5,0.6900000000000001,Cc,Ac,1.160956380713832
0.5,0.6900000000000001,Cc,both,1.1276943269910074
0.5,0.6900000000000001,Cc,Cm,0.9614736464759492
0.5,0.6900000000000001,Cc,Ac,1.1891471626291594
0.5,0.6900000000000001,Cc,both,1.1836713761374813
0.5,0.6900000000000001,Cc,Cm,0.9335935300901903
0.5,0.6900000000000001,Cc,Ac,1.201767797624365
0.5,0.6900000000000001,Cc,both,1.1546820485002296
0.5,0.6900000000000001,Cc,Cm,0.9695855153495382
0.5,0.6900000000000001,Cc,Ac,1.1215588022462646
0.5,0.6900000000000001,Cc,both,1.0923405390116359
0.5,0.6900000000000001,Cc,Cm,0.9468402135847623
0.5,0.6900000000000001,Cc,Ac,1.2146525612206671
0.5,0.6900000000000001,Cc,both,1.1822390047607285
0.5,0.6900000000000001,Cc,Cm,0.9659684524089196
0.5,0.6900000000000001,Cc,Ac,1.077720113658556
0.5,0.6900000000000001,Cc,both,1.0472115375600932
0.5,0.6900000000000001,Cc,Cm,0.9713888438828304
0.5,0.6900000000000001,Cc,Ac,1.1177559895550362
0.5,0.6900000000000001,Cc,both,1.0881967101415602
0.5,0.6900000000000001,Cc,Cm,0.9793642983793355
0.5,0.6900000000000001,Cc,Ac,1.2251794779978618
0.5,0.6900000000000001,Cc,both,1.211902697462512
0.5,0.6900000000000001,Cc,Cm,0.9850879999435287
0.5,0.6900000000000001,Cc,Ac,1.1630211962061514
0.5,0.6900000000000001,Cc,both,1.1496191631699582
0.5,0.6900000000000001,Cc,Cm,0.9787927952250816
0.5,0.6900000000000001,Cc,Ac,1.147744128442871
0.5,0.6900000000000001,Cc,both,1.127694269180977
0.5,0.6900000000000001,Cc,Cm,0.9712769881895174
0.5,0.6900000000000001,Cc,Ac,1.0801291136005151
0.5,0.6900000000000001,Cc,both,1.0550293113278029
0.5,0.6900000000000001,Cc,Cm,0.936606231919953
0.5,0.6900000000000001,Cc,Ac,1.0733167109840709
0.5,0.6900000000000001,Cc,both,1.019652022956853
0.5,0.6900000000000001,Cc,Cm,0.9778540403515072
0.5,0.6900000000000001,Cc,Ac,1.260460596444406
0.5,0.6900000000000001,Cc,both,1.2451543010442052
0.5,0.79,Cc,Cm,0.9701455523769861
0.5,0.79,Cc,Ac,1.1834908088859708
0.5,0.79,Cc,both,1.1684707860068981
0.5,0.79,Cc,Cm,0.9810540164643241
0.5,0.79,Cc,Ac,1.1489927572299161
0.5,0.79,Cc,both,1.1429781635276537
0.5,0.79,Cc,Cm,0.9682767989064867
0.5,0.79,Cc,Ac,1.088986054333895
0.5,0.79,Cc,both,1.0620525291856637
0.5,0.79,Cc,Cm,0.9492351045688527
0.5,0.79,Cc,Ac,1.136211270123534
0.5,0.79,Cc,both,1.096530022769993
0.5,0.79,Cc,Cm,0.9491721488248227
0.5,0.79,Cc,Ac,1.0958734273932542
0.5,0.79,Cc,both,1.0592802973009168
0.5,0.79,Cc,Cm,0.9356505494490311
0.5,0.79,Cc,Ac,1.0602151330965386
0.5,0.79,Cc,both,1.005853256957091
0.5,0.79,Cc,Cm,0.9862900487991898
0.5,0.79,Cc,Ac,1.1782577207935414
0.5,0.79,Cc,both,1.1742361910569215
0.5,0.79,Cc,Cm,0.951853344309757
0.5,0.79,Cc,Ac,1.0478823016180527
0.5,0.79,Cc,both,1.006808470047144
0.5,0.79,Cc,Cm,0.9504671976254712
0.5,0.79,Cc,Ac,1.0843195699866843
0.5,0.79,Cc,both,1.0421051351729074
0.5,0.79,Cc,Cm,0.9794344263612402
0.5,0.79,Cc,Ac,1.1354118368530481
0.5,0.79,Cc,both,1.1268163161042715
0.5,0.79,Cc,Cm,0.9663545872198105
0.5,0.79,Cc,Ac,1.14653150165835
0.5,0.79,Cc,both,1.1256142745375841
0.5,0.79,Cc,Cm,0.9824215149767264
0.5,0.79,Cc,Ac,1.094598035262086
0.5,0.79,Cc,both,1.083894742115464
0.5,0.79,Cc,Cm,0.9692482346452967
0.5,0.79,Cc,Ac,1.1097654739674108
0.5,0.79,Cc,both,1.0942862625908727
0.5,0.79,Cc,Cm,0.9981508958228504
0.5,0.79,Cc,Ac,1.1241835979625248
0.5,0.79,Cc,both,1.1312692251951793
0.5,0.79,Cc,Cm,0.960154787306691
0.5,0.79,Cc,Ac,1.0648973885169473
0.5,0.79,Cc,both,1.0278266635732836
0.5,0.79,Cc,Cm,0.9710508415207294
0.5,0.79,Cc,Ac,1.194460891428787
0.5,0.79,Cc,both,1.182924856010465
0.5,0.79,Cc,Cm,0.9507396804740526
0.5,0.79,Cc,Ac,1.1456885090259257
0.5,0.79,Cc,both,1.105574631880157
0.5,0.79,Cc,Cm,0.9759906339569633
0.5,0.79,Cc,Ac,1.1653980985928842
0.5,0.79,Cc,both,1.1523416245449545
0.5,0.79,Cc,Cm,0.9540848958787447
0.5,0.79,Cc,Ac,1.0692622298622696
0.5,0.79,Cc,both,1.0308040100489295
0.5,0.79,Cc,Cm,0.9902176028046978
0.5,0.79,Cc,Ac,1.0832398673816173
0.5,0.79,Cc,both,1.0848165949917385
0.5,0.79,Cc,Cm,0.9763256445298256
0.5,0.79,Cc,Ac,1.0952454957441997
0.5,0.79,Cc,both,1.078660035768691
0.5,0.79,Cc,Cm,0.973550942266439
0.5,0.79,Cc,Ac,1.1646519705728315
0.5,0.79,Cc,both,1.1625877233456383
0.5,0.79,Cc,Cm,0.9500170362773794
0.5,0.79,Cc,Ac,1.090999993265136
0.5,0.79,Cc,both,1.051579454808118
0.5,0.79,Cc,Cm,0.9784250671315025
0.5,0.79,Cc,Ac,1.0771876558075386
0.5,0.79,Cc,both,1.0704279425915537
0.5,0.79,Cc,Cm,0.977580102864125
0.5,0.79,Cc,Ac,1.0932869005475536
0.5,0.79,Cc,both,1.085848547505873
0.5,0.79,Cc,Cm,0.9848028759132854
0.5,0.79,Cc,Ac,1.0975256251993464
0.5,0.79,Cc,both,1.0922451098429893
0.5,0.79,Cc,Cm,0.9927490419172973
0.5,0.79,Cc,Ac,1.1178180440652707
0.5,0.79,Cc,both,1.1182947783282648
0.5,0.79,Cc,Cm,1.0019128429739972
0.5,0.79,Cc,Ac,1.1092880578708717
0.5,0.79,Cc,both,1.1236615755760155
0.5,0.79,Cc,Cm,0.9841406745530953
0.5,0.79,Cc,Ac,1.0844287747124288
0.5,0.79,Cc,both,1.0771405421997309
0.5,0.79,Cc,Cm,0.9610461938538735
0.5,0.79,Cc,Ac,1.1350020024613476
0.5,0.79,Cc,both,1.1027162962847232
0.5,0.79,Cc,Cm,0.9735794813859944
0.5,0.79,Cc,Ac,1.1123254664151752
0.5,0.79,Cc,both,1.0944832117737515
0.5,0.79,Cc,Cm,0.9859834597517304
0.5,0.79,Cc,Ac,1.113356106027213
0.5,0.79,Cc,both,1.1141629394533512
0.5,0.79,Cc,Cm,0.9861279358807594
0.5,0.79,Cc,Ac,1.1245939202370472
0.5,0.79,Cc,both,1.1196616800640422
0.5,0.79,Cc,Cm,0.9746606450828755
0.5,0.79,Cc,Ac,1.12919934881625
0.5,0.79,Cc,both,1.111029944988807
0.5,0.79,Cc,Cm,0.9791556018179001
0.5,0.79,Cc,Ac,1.1799976912161236
0.5,0.79,Cc,both,1.1730564008069426
0.5,0.79,Cc,Cm,0.9616142042282283
0.5,0.79,Cc,Ac,1.1930757248508044
0.5,0.79,Cc,both,1.1725438522916252
0.5,0.79,Cc,Cm,0.9845379629434909
0.5,0.79,Cc,Ac,1.2621073769126836
0.5,0.79,Cc,both,1.2763966155773356
0.5,0.79,Cc,Cm,0.9766313936293726
0.5,0.79,Cc,Ac,1.115980922753688
0.5,0.79,Cc,both,1.10685115801742
0.5,0.79,Cc,Cm,0.9904756762079922
0.5,0.79,Cc,Ac,1.1769193503196378
0.5,0.79,Cc,both,1.183559091390034
0.5,0.79,Cc,Cm,0.9492160031036893
0.5,0.79,Cc,Ac,1.0255830140515765
0.5,0.79,Cc,both,0.9821122250542191
0.5,0.79,Cc,Cm,0.9786711842287793
0.5,0.79,Cc,Ac,1.0575593323380834
0.5,0.79,Cc,both,1.0413969112281163
0.5,0.79,Cc,Cm,0.9833067483662385
0.5,0.79,Cc,Ac,1.0857184495873748
0.5,0.79,Cc,both,1.0725607173385796
0.5,0.79,Cc,Cm,1.0052848314433074
0.5,0.79,Cc,Ac,1.1441584730414571
0.5,0.79,Cc,both,1.1613363305307138
0.5,0.79,Cc,Cm,0.9638316997620906
0.5,0.79,Cc,Ac,1.063405628766259
0.5,0.79,Cc,both,1.02773282729561
0.5,0.79,Cc,Cm,0.9516939323924584
0.5,0.79,Cc,Ac,1.1343871601465711
0.5,0.79,Cc,both,1.0984475497065667
0.5,0.79,Cc,Cm,0.9787397340915164
0.5,0.79,Cc,Ac,1.1382037062349346
0.5,0.79,Cc,both,1.1288524129179225
0.5,0.79,Cc,Cm,0.9792969343389549
0.5,0.79,Cc,Ac,1.1003688910792486
0.5,0.79,Cc,both,1.1014091365068055
0.5,0.79,Cc,Cm,0.9667834639217286
0.5,0.79,Cc,Ac,1.0811217588436695
0.5,0.79,Cc,both,1.054545610169729
0.5,0.79,Cc,Cm,0.9934820304173093
0.5,0.79,Cc,Ac,1.2318105622565403
0.5,0.79,Cc,both,1.235636083657605
0.5,0.79,Cc,Cm,0.9858264235726057
0.5,0.79,Cc,Ac,1.1329970359801567
0.5,0.79,Cc,both,1.1348796403558254
0.5,0.79,Cc,Cm,0.9776756691577226
0.5,0.79,Cc,Ac,1.0296360914135938
0.5,0.79,Cc,both,1.0146297935830864
0.5,0.79,Cc,Cm,0.9778281096418043
0.5,0.79,Cc,Ac,1.0808669836313112
0.5,0.79,Cc,both,1.0686227577515361
0.5,0.79,Cc,Cm,0.9333733033354789
0.5,0.79,Cc,Ac,1.0113604002559275
0.5,0.79,Cc,both,0.9519708850429083
0.5,0.79,Cc,Cm,0.9723833354091084
0.5,0.79,Cc,Ac,1.1251425904947743
0.5,0.79,Cc,both,1.1145759331828693
0.5,0.79,Cc,Cm,0.9696314396976431
0.5,0.79,Cc,Ac,1.1354867433023026
0.5,0.79,Cc,both,1.1148477368239067
0.5,0.79,Cc,Cm,0.9804325734630662
0.5,0.79,Cc,Ac,1.0973757642691362
0.5,0.79,Cc,both,1.0844473133214334
0.5,0.79,Cc,Cm,0.9565434232056566
0.5,0.79,Cc,Ac,1.1350846200607887
0.5,0.79,Cc,both,1.1084131114477127
0.5,0.79,Cc,Cm,0.977369244499198
0.5,0.79,Cc,Ac,1.2244039450067654
0.5,0.79,Cc,both,1.219814831480628
0.5,0.79,Cc,Cm,0.9880262671171371
0.5,0.79,Cc,Ac,1.0780186254207218
0.5,0.79,Cc,both,1.0703343681969477
0.5,0.79,Cc,Cm,0.9843930081777952
0.5,0.79,Cc,Ac,1.1808965445537412
0.5,0.79,Cc,both,1.1751286432122374
0.5,0.79,Cc,Cm,0.9917112447305139
0.5,0.79,Cc,Ac,1.1358981662845724
0.5,0.79,Cc,both,1.145558616316405
0.5,0.79,Cc,Cm,0.9694057251195985
0.5,0.79,Cc,Ac,1.1828027645711816
0.5,0.79,Cc,both,1.168136808327853
0.5,0.79,Cc,Cm,0.9943244584872529
0.5,0.79,Cc,Ac,1.0800333439177754
0.5,0.79,Cc,both,1.0809751419696192
0.5,0.79,Cc,Cm,0.9827425938987373
0.5,0.79,Cc,Ac,1.0632660374219491
0.5,0.79,Cc,both,1.0502868565231915
0.5,0.79,Cc,Cm,0.9582675273974147
0.5,0.79,Cc,Ac,1.1215698367174387
0.5,0.79,Cc,both,1.0878546133129425
0.5,0.79,Cc,Cm,0.9615396233247833
0.5,0.79,Cc,Ac,1.0481084952034543
0.5,0.79,Cc,both,1.0202510288055884
0.5,0.79,Cc,Cm,0.9678372790669076
0.5,0.79,Cc,Ac,1.073581538589306
0.5,0.79,Cc,both,1.0474678219181697
0.5,0.79,Cc,Cm,0.9458927114505229
0.5,0.79,Cc,Ac,1.1163509620344152
0.5,0.79,Cc,both,1.0709499635129625
0.5,0.79,Cc,Cm,0.9618121425917362
0.5,0.79,Cc,Ac,1.1033256467271297
0.5,0.79,Cc,both,1.070959961890712
0.5,0.79,Cc,Cm,0.9900429948314602
0.5,0.79,Cc,Ac,1.1515545164586636
0.5,0.79,Cc,both,1.1515152743545447
0.5,0.79,Cc,Cm,0.9840260868362704
0.5,0.79,Cc,Ac,1.1459438783120655
0.5,0.79,Cc,both,1.1407968030630153
0.5,0.79,Cc,Cm,0.9914887961776389
0.5,0.79,Cc,Ac,1.095648279628031
0.5,0.79,Cc,both,1.0967985867883794
0.5,0.79,Cc,Cm,0.9827497918529394
0.5,0.79,Cc,Ac,1.2318048560024801
0.5,0.79,Cc,both,1.2347905612697923
0.5,0.79,Cc,Cm,0.9604296607292333
0.5,0.79,Cc,Ac,1.0532922431971425
0.5,0.79,Cc,both,1.0212016809753333
0.5,0.79,Cc,Cm,0.990393309251351
0.5,0.79,Cc,Ac,1.1248833144915693
0.5,0.79,Cc,both,1.1226255729143337
0.5,0.79,Cc,Cm,0.9508600962266235
0.5,0.79,Cc,Ac,1.094407709005456
0.5,0.79,Cc,both,1.0518427695616184
0.5,0.79,Cc,Cm,0.966565826591898
0.5,0.79,Cc,Ac,1.1203133223914479
0.5,0.79,Cc,both,1.094838677390254
0.5,0.79,Cc,Cm,0.9752897584028708
0.5,0.79,Cc,Ac,1.043900020335923
0.5,0.79,Cc,both,1.022297150969777
0.5,0.79,Cc,Cm,0.9633505067481744
0.5,0.79,Cc,Ac,1.1762161106315001
0.5,0.79,Cc,both,1.155279984622816
0.5,0.79,Cc,Cm,0.9598750903385361
0.5,0.79,Cc,Ac,1.1403378661014922
0.5,0.79,Cc,both,1.1082049995835541
0.5,0.79,Cc,Cm,0.994165889889089
0.5,0.79,Cc,Ac,1.1167983372098231
0.5,0.79,Cc,both,1.118718461759927
0.5,0.79,Cc,Cm,0.9779888742646798
0.5,0.79,Cc,Ac,1.1939489278215647
0.5,0.79,Cc,both,1.1883786099004778
0.5,0.79,Cc,Cm,0.9778141055293182
0.5,0.79,Cc,Ac,1.0720141680746098
0.5,0.79,Cc,both,1.0577818507189982
0.5,0.79,Cc,Cm,0.9660557623304713
0.5,0.79,Cc,Ac,1.0511212007857904
0.5,0.79,Cc,both,1.0260690544336808
0.5,0.79,Cc,Cm,0.9586329048937272
0.5,0.79,Cc,Ac,1.1362767434786825
0.5,0.79,Cc,both,1.1069992697424846
0.5,0.79,Cc,Cm,0.9651713317355519
0.5,0.79,Cc,Ac,1.094677428540543
0.5,0.79,Cc,both,1.073975302082071
0.5,0.79,Cc,Cm,0.9472340331274772
0.5,0.79,Cc,Ac,1.1033892237896343
0.5,0.79,Cc,both,1.0620291164568103
0.5,0.79,Cc,Cm,0.9657889189287686
0.5,0.79,Cc,Ac,1.1778174711074323
0.5,0.79,Cc,both,1.172694111555727
0.5,0.79,Cc,Cm,0.965944719593356
0.5,0.79,Cc,Ac,1.0723603432638091
0.5,0.79,Cc,both,1.0484167812800504
0.5,0.79,Cc,Cm,0.9638908189410592
0.5,0.79,Cc,Ac,1.0799003799154827
0.5,0.79,Cc,both,1.051297360985577
0.5,0.79,Cc,Cm,0.9628163221835039
0.5,0.79,Cc,Ac,1.1194161940422571
0.5,0.79,Cc,both,1.0900885584831386
0.5,0.79,Cc,Cm,0.9397837825325198
0.5,0.79,Cc,Ac,1.1060597071250016
0.5,0.79,Cc,both,1.05754351532318
0.5,0.79,Cc,Cm,0.9615886279456133
0.5,0.79,Cc,Ac,1.1285071704795673
0.5,0.79,Cc,both,1.0997810098973255
0.5,0.79,Cc,Cm,0.9826268456305879
0.5,0.79,Cc,Ac,1.0761423617985786
0.5,0.79,Cc,both,1.0736953963505882
0.5,0.79,Cc,Cm,0.9794657465472961
0.5,0.79,Cc,Ac,1.096987344922447
0.5,0.79,Cc,both,1.0889733256471152
0.5,0.79,Cc,Cm,0.9650776715431076
0.5,0.79,Cc,Ac,1.0522963411393365
0.5,0.79,Cc,both,1.019817826046355
0.5,0.79,Cc,Cm,0.9752322497405811
0.5,0.79,Cc,Ac,1.167289141935441
0.5,0.79,Cc,both,1.155629879465152
0.5,0.79,Cc,Cm,0.9457460760065718
0.5,0.79,Cc,Ac,1.0968140993678122
0.5,0.79,Cc,both,1.0593583324568
0.5,0.79,Cc,Cm,0.9938019874891569
0.5,0.79,Cc,Ac,1.0895329068199646
0.5,0.79,Cc,both,1.0885335813149764
0.5,0.79,Cc,Cm,0.9785746432544431
0.5,0.79,Cc,Ac,1.1829370212695132
0.5,0.79,Cc,both,1.1825150091704533
0.5,0.89,Cc,Cm,0.9877457191117427
0.5,0.89,Cc,Ac,1.0348423211139934
0.5,0.89,Cc,both,1.026039890263314
0.5,0.89,Cc,Cm,0.9861361043456989
0.5,0.89,Cc,Ac,1.0653693250526632
0.5,0.89,Cc,both,1.0633303045563622
0.5,0.89,Cc,Cm,0.9919291553117973
0.5,0.89,Cc,Ac,1.0779045784579224
0.5,0.89,Cc,both,1.076700853570454
0.5,0.89,Cc,Cm,0.9841974108304703
0.5,0.89,Cc,Ac,1.0969121876448864
