a12,b12,x1,indirect,direct
-0.3,-0.75,0.5777201568851855,-0.14446999320716059,-0.45414503175990983
-0.3,-0.75,0.8152343305017888,-0.223225028536295,-0.3498596922794761
-0.3,-0.75,0.3141820123667226,-0.24141890602162996,-0.7200536473393913
-0.3,-0.75,0.6902384416983605,-0.16590255743280807,-0.39617982495520143
-0.3,-0.75,0.5359729421877979,-8.847054123978528e-37,-0.4779386251634896
-0.3,-0.75,0.8662512200951307,-0.14607211710227108,-0.33065517631255437
-0.3,-0.75,0.2465051355979382,-0.4343798991302576,-0.8196363657876476
-0.3,-0.75,0.5021190988830736,-0.35863035639745755,-0.5030189059404859
-0.3,-0.75,0.8035377460385841,-0.16436909950490142,-0.35305077109520855
-0.3,-0.75,0.33492299567924366,-0.47666438285269586,-0.675926847017899
-0.3,-0.75,0.7599890010268099,-0.47089453637934786,-0.36475171332748035
-0.3,-0.75,0.490669435613989,6.396716756504957e-38,-0.5132860377306083
-0.3,-0.75,0.7192069059978562,-0.35818205371607686,-0.38654952740659126
-0.3,-0.75,0.5918180603171483,-0.389518365255675,-0.4431967739169877
-0.3,-0.75,0.6495360861501971,-0.37062999546585773,-0.4165743885299191
-0.3,-0.75,0.7627214757940928,-0.33822108559941894,-0.36813347267599705
-0.3,-0.75,0.4427510480171524,-0.39177027520227214,-0.5468424003193268
-0.3,-0.75,0.7750408377175292,-0.27101185224278734,-0.3624459622108774
-0.3,-0.75,0.3833934037694139,-0.681608018763517,-0.6215769048996004
-0.3,-0.75,0.8143469243776156,-0.34420904352675835,-0.3495861889640533
-0.3,-0.75,0.36604151439513155,-0.8028724966327416,-0.6395248896524436
-0.3,-0.75,0.6721008505236938,-0.3245217500081009,-0.40258822372315484
-0.3,-0.75,0.6414980508927718,-0.24096950812094498,-0.41790104056573574
-0.3,-0.75,0.6204293103485976,0.055148610505621955,-0.42779407109931245
-0.3,-0.75,0.7602898864008197,-0.3505515724276416,-0.36974041811792113
-0.3,-0.75,0.4329155524377388,1.2190879112727967e-37,-0.5664482781557041
-0.3,-0.75,0.8213762517906098,-0.24540613451236243,-0.34731989379473027
-0.3,-0.75,0.32265900759057065,-0.5286508040257119,-0.6973737769844911
-0.3,-0.75,0.6764713106090849,-0.2908069266709374,-0.40096008965134433
-0.3,-0.75,0.5657264676439648,-6.187566304588655e-37,-0.4595027262334522
-0.3,-0.75,0.8343716271747802,-0.17284739740248772,-0.34408846107287805
-0.3,-0.75,0.3187424004015081,-1.477403062667602,-0.7124398174701263
-0.3,-0.75,0.6273754512583617,-0.4032645967486199,-0.424664089454511
-0.3,-0.75,0.6841233820297236,-0.3196301726888124,-0.39910436387146
-0.3,-0.75,0.5788364461002649,-0.2944758290127533,-0.4553262487553822
-0.3,-0.75,0.7438011345530113,-0.14426543633181765,-0.3730721041296413
-0.3,-0.75,0.4595098423545612,-0.04334068375751451,-0.540891531544677
-0.3,-0.75,0.8312522420831687,-0.18021203025556723,-0.3459152377176838
-0.3,-0.75,0.2752698595464901,-0.8878958661829628,-0.7326246428614871
-0.3,-0.75,0.6389693001793918,-0.399434597626851,-0.41871701423774066
-0.3,-0.75,0.6010504620548043,-0.475170527363908,-0.44000855657571825
-0.3,-0.75,0.8266530379203563,-0.11866964939136641,-0.34725901202052323
-0.3,-0.75,0.3318396325920249,-1.1964568547232795,-0.6801344010442196
-0.3,-0.75,0.6390440658441248,-0.09457668985057294,-0.41941049437008
-0.3,-0.75,0.6793161057421058,-0.17282109481989133,-0.4006275871875868
-0.3,-0.75,0.5789714891043102,-0.13371205618138354,-0.45355574428450607
-0.3,-0.75,0.7784387848572962,-0.1985701565409338,-0.36092672357172856
-0.3,-0.75,0.38851212429123894,-0.4370590196697804,-0.6163554751027206
-0.3,-0.75,0.8119203206303085,-0.2877521408678276,-0.35075454435984627
-0.3,-0.75,0.375697079734697,-0.5625719933741992,-0.618296918026844
-0.3,-0.75,0.6804404790307627,-0.2996537851608301,-0.40032549564955966
-0.3,-0.75,0.6258230418568108,-0.4419015131929803,-0.42553969567095584
-0.3,-0.75,0.6458049529465361,-0.4098738762136324,-0.4178400205924605
-0.3,-0.75,0.7042086098117798,-0.35721011170201095,-0.3908699501178012
-0.3,-0.75,0.5113929417373568,-0.0741238622746755,-0.49902144352620653
-0.3,-0.75,0.8655306880769269,-0.1719754142379352,-0.33214257695356353
-0.3,-0.75,0.24358907209949246,-0.7169565242285455,-0.8486791980586539
-0.3,-0.75,0.5054191422258196,-0.21948397885857435,-0.5031892896667454
-0.3,-0.75,0.7772508470503585,-0.23629641172067126,-0.3610231138095706
-0.3,-0.75,0.39194147240291605,-0.646353912526395,-0.6107634425480248
-0.3,-0.75,0.8130601954434616,-0.3058977863062629,-0.3505221676064448
-0.3,-0.75,0.37169275276217273,-0.5477623710365803,-0.6215920735566065
-0.3,-0.75,0.6790821687186003,-0.4590748186185292,-0.4008612382537588
-0.3,-0.75,0.6227774444260602,-0.3041773839407567,-0.4257276478767654
-0.3,-0.75,0.6556893606118313,-0.41420281904666795,-0.41370558760149384
-0.3,-0.75,0.6779986508390425,-0.14085299192047626,-0.40142651020998843
-0.3,-0.75,0.5596229319459186,-0.19990877564758316,-0.463786896106008
-0.3,-0.75,0.8263542281791226,-0.3924653961711565,-0.3463863308072619
-0.3,-0.75,0.29468093772807147,3.306198198622767e-36,-0.7375538435482598
-0.3,-0.75,0.656950061300445,-0.3118434941478383,-0.4139897160076959
-0.3,-0.75,0.5749080177892631,-0.3832649618324039,-0.45541077534557783
-0.3,-0.75,0.854675359857438,-0.6083261021477367,-0.34356923696024877
-0.3,-0.75,0.29256020564214164,-0.9008913642112074,-0.7475139561455199
-0.3,-0.75,0.5647627626965571,-0.3855903486025967,-0.45932806757952005
-0.3,-0.75,0.8122936068659667,-0.07514031292817769,-0.35097085479513596
-0.3,-0.75,0.33551276727241885,-0.3824293404558115,-0.6758323940097528
-0.3,-0.75,0.7094283263652496,-0.3095571392189583,-0.3874850263495617
-0.3,-0.75,0.5146549148955055,-5.398646348769934e-37,-0.5121317605291977
-0.3,-0.75,0.8584641646822387,-0.24334574373257883,-0.3414980194171615
-0.3,-0.75,0.2749786262492986,-1.0300873735782912,-0.7936383080210699
-0.3,-0.75,0.5481928755732381,-0.12698691431118403,-0.47399776750384437
-0.3,-0.75,0.7921430809627363,-0.13589661159666225,-0.35633968001862015
-0.3,-0.75,0.34347301566671246,-0.8315319528235128,-0.6685075006744894
-0.3,-0.75,0.7853517501897556,-0.1154431407309919,-0.36008910072287353
-0.3,-0.75,0.4553735299173644,-7.949795265516879e-37,-0.5439600043878466
-0.3,-0.75,0.6970137381306525,-0.4408142924025238,-0.39468885164457035
-0.3,-0.75,0.679578651146128,-0.31936650293547675,-0.40062831293465795
-0.3,-0.75,0.5769132331051131,-0.2089107519619699,-0.4538892848825321
-0.3,-0.75,0.7838243014178702,-0.2879015017137252,-0.359607251661223
-0.3,-0.75,0.37906730212371986,-0.26493917308722303,-0.6157687340478822
-0.3,-0.75,0.801861776485336,-0.3197370833108716,-0.35385176324748124
-0.3,-0.75,0.3971505202072907,-0.7757379820374236,-0.6202980301161162
-0.3,-0.75,0.6976628482938462,-0.2416429613912864,-0.3937291486343112
-0.3,-0.75,0.6047321530749294,-0.4154858595305067,-0.43778048088731325
-0.3,-0.75,0.6590207693103212,-0.3501344857053675,-0.41121063478269404
-0.3,-0.75,0.6935064606654727,-0.2338611305805091,-0.3945656909530619
-0.3,-0.75,0.5302975076375973,-8.228112595052246e-37,-0.4793254038224737
-0.3,-0.75,0.8686909216686085,-0.07758229885815152,-0.3297983174571193
-0.3,-0.75,0.24182460361258332,-0.5470509708052403,-0.8768765946981751
-0.3,-0.75,0.49263617146495103,-0.13063714806416749,-0.5128210977122549
-0.3,-0.75,0.8090031676773674,NA,-0.8972826886974317
-0.3,0,0.8037429143314347,-0.2462607052307133,-0.30006797292467846
-0.3,0,0.4232857315688503,-3.9029733026029815e-37,-0.30276917811821136
-0.3,0,0.7999565123028167,-0.2121766858793578,-0.3000811848478938
-0.3,0,0.43446375566182494,-1.775360832976434e-37,-0.30006636996443325
-0.3,0,0.8027095045627692,-0.2578380178634445,-0.29998833994778523
-0.3,0,0.4445461905394162,-3.114286192912557e-37,-0.29984856138850247
-0.3,0,0.7912539852195075,-0.2936418570223654,-0.3001441070231121
-0.3,0,0.5173715225865569,-0.010770108980151105,-0.2997680003092898
-0.3,0,0.7734398049582848,-0.2407090181917689,-0.3000883690607527
-0.3,0,0.6076969401020191,-0.30956520030670126,-0.30005288667784674
-0.3,0,0.7529384030010586,-0.24801649256825115,-0.2999933478938863
-0.3,0,0.5135234874366548,-0.37985385857413617,-0.30013186428540717
-0.3,0,0.8338599619001026,-0.22770637063054017,-0.2972436347048123
-0.3,0,0.29820804107074866,-0.31095410668571327,-0.3030147571623017
-0.3,0,0.7429227829887336,-0.2670838424811467,-0.30008697439065346
-0.3,0,0.5541780411907424,5.850933606281381e-37,-0.29721234099917404
-0.3,0,0.7865959587979574,-0.32434045126498945,-0.3000762686017125
-0.3,0,0.4674626988619425,-4.062716457919842e-37,-0.2984479969680441
-0.3,0,0.8043659539093808,-0.06680051424795384,-0.3000648552015673
-0.3,0,0.43842817554237046,-4.353944065119223e-37,-0.299583394812562
-0.3,0,0.7926364401370883,-0.1980252474803788,-0.3001716282791287
-0.3,0,0.5129730513548042,0.00439444785990917,-0.30011803342275445
-0.3,0,0.7722727900475616,-0.3090231622563559,-0.30002268202234994
-0.3,0,0.6114343103167138,-0.1825081975038245,-0.300015635412839
-0.3,0,0.7595882590418988,-0.45437487481287564,-0.3000380677741838
-0.3,0,0.49192026931486604,2.561423346314642e-37,-0.3039377800256047
-0.3,0,0.8502231133050371,-0.2838104044045024,-0.3005358247380085
-0.3,0,0.25094975052397345,0.2654742377254744,-0.30240166267624574
-0.3,0,0.6705887136697307,-0.2520536241008543,-0.30022381428223244
-0.3,0,0.6844459199557296,-0.26756880624356455,-0.2999804808564328
-0.3,0,0.632632588776248,-0.22923754744662597,-0.300184353198343
-0.3,0,0.7475459514675113,-0.09811254669750316,-0.3000515010122586
-0.3,0,0.5014945100953246,-4.558831800247085e-37,-0.2980584260428036
-0.3,0,0.872129385176831,-0.03763739000180347,-0.30005507116396896
-0.3,0,0.18985823644415245,-0.14751474356320937,-0.29949454150797883
-0.3,0,0.5418310237159385,0.01482933769416943,-0.3014001032111291
-0.3,0,0.7644374132684894,-0.35772056899321614,-0.29975850029115786
-0.3,0,0.6177066604777492,-0.3326291597298788,-0.29987940891192116
-0.3,0,0.7302788922332716,-0.2050594569002567,-0.2999989570217159
-0.3,0,0.580613154912479,-0.2043811845854073,-0.2999994352932145
-0.3,0,0.7651473578165132,-0.3439094282316775,-0.29997452081406695
-0.3,0,0.5238732344141611,-0.12363030471419306,-0.2980532486058929
-0.3,0,0.7848364207927431,-0.30740878426895363,-0.2999279258628157
-0.3,0,0.5153595451284687,-0.03457766858866765,-0.3000554654372556
-0.3,0,0.7731946830207256,-0.2830963514783144,-0.30009436605946804
-0.3,0,0.6150522587784228,-0.0696359221080616,-0.29965811199057046
-0.3,0,0.7567028996081824,-0.32300182063779315,-0.3001141961586846
-0.3,0,0.48961464035332003,-3.6483485532711496e-37,-0.30052958736918634
-0.3,0,0.8651601939443239,-0.1551454343510595,-0.30008141233411995
-0.3,0,0.22258099539392248,-1.298928013590252,-0.2926312290590416
-0.3,0,0.606699253278141,0.04307021621899127,-0.3001027039549278
-0.3,0,0.7222991184976288,-0.22664906369731583,-0.3001345105895986
-0.3,0,0.6713879647086792,-0.13502504916127683,-0.3001856733193792
-0.3,0,0.6564925569235438,-0.2233262255137103,-0.30023853972389264
-0.3,0,0.7262804819839767,-0.6555490754476109,-0.30002816742502897
-0.3,0,0.540319213933175,0.14997506867470015,-0.2996864106381147
-0.3,0,0.8783712607701414,-0.3812015496583976,-0.3005190970490958
-0.3,0,0.2408698492630889,0.5036440230240269,-0.29446296101154146
-0.3,0,0.6085889726105541,-0.045175254796427165,-0.29979000257197097
-0.3,0,0.794098314605285,-0.6673268851809111,-0.29985894363191207
-0.3,0,0.38536840355470475,6.826969958509325e-37,-0.29634671930933687
-0.3,0,0.8517609647941468,-0.9346582986265719,-0.3000109782141048
-0.3,0,0.31526657657962415,-0.14405613844400264,-0.29528157991091764
-0.3,0,0.7111624302296039,-0.4931697767209671,-0.29984409161071257
-0.3,0,0.6843225230165915,-0.40534992589968943,-0.2999186797782461
-0.3,0,0.630116865125533,-0.3699326430476854,-0.29979406100559297
-0.3,0,0.7739165374185032,-0.48444148754262134,-0.29988077976292254
-0.3,0,0.4441150995456506,0.019785962067026448,-0.29995470276213243
-0.3,0,0.8726926165030366,-0.1235432769037752,-0.29944436566703925
-0.3,0,0.23941214359954324,-1.6970814829337824,-0.29511240817492146
-0.3,0,0.6134227470422433,-0.41362609081665186,-0.3000644289142729
-0.3,0,0.7481689416621536,-0.7058669401955743,-0.29986394722752585
-0.3,0,0.5307000176891249,-8.292294020935742e-38,-0.3004445022722913
-0.3,0,0.8141510712528595,-0.3911068759365169,-0.2993810851043946
-0.3,0,0.3639755849948207,0.04839043988285779,-0.3122433884966265
-0.3,0,0.7912900593054605,-0.2914194932771008,-0.3000102321701089
-0.3,0,0.3962315497115994,1.9235141748039616e-37,-0.30071553928892747
-0.3,0,0.8519233478733793,-0.08251024158552538,-0.2999883232265868
-0.3,0,0.27987620507026845,-0.7904160855708862,-0.29751191846356084
-0.3,0,0.6823537779712722,-0.3447185973199886,-0.2998994302830309
-0.3,0,0.6451522678974337,-0.0534752650318246,-0.29961500464544844
-0.3,0,0.7248280775025199,-0.19495608968867706,-0.2995103444434163
-0.3,0,0.5534404895808988,-0.29038882925691606,-0.2975873652667653
-0.3,0,0.8318164901431203,-0.16369562611082258,-0.298021949045323
-0.3,0,0.2893212450290127,-1.1261167897728008e-36,-0.2987659999314536
-0.3,0,0.7408861193220275,-0.37418959162007637,-0.2999896407947857
-0.3,0,0.5744404617513638,0.02710945378363076,-0.301375916479484
-0.3,0,0.752388579045896,-0.30495577512682587,-0.2992285183915387
-0.3,0,0.6131406242424875,-6.057147517782868e-4,-0.3001474915068938
-0.3,0,0.7260229998025383,-0.1851647662481744,-0.2999049785254805
-0.3,0,0.6305152713369913,0.13820738571079894,-0.30117539630160817
-0.3,0,0.6893319323070828,0.03163386124309263,-0.29997394084455214
-0.3,0,0.7458141903313815,-0.36181993255140704,-0.2998579004117886
-0.3,0,0.5645288909197922,-0.20841855694623737,-0.3004430974813975
-0.3,0,0.7607236998046844,-0.3028657594998544,-0.29991489865265314
-0.3,0,0.5692197037266883,-0.1981696013187424,-0.2999947604032678
-0.3,0,0.7427739404668584,-0.24715427212781768,-0.2998154849015556
-0.3,0,0.6739009712792258,-0.15239186152189757,-0.29958388851718976
-0.3,0,0.68582946114217,-0.20577798915280743,-0.3000248800339258
-0.3,0,0.6200572046475386,0.024073070526018665,-0.2993971361255974
-0.3,0,0.8032541718076073,-0.4020679713105285,-0.3002967253222208
-0.3,0,0.39095596395598464,0.09699235718571399,-0.3038468057906143
-0.3,0,0.8215391549465777,-0.42177554275375223,-0.3024650169839921
-0.3,0,0.32957261333596477,-0.08412278930993076,-0.30342315399532616
-0.3,0,0.7844687302281595,-0.29942890720870935,-0.29997807926657344
-0.3,0,0.46682644176185534,-2.6841219918584135e-38,-0.2986064309368764
-0.3,0,0.8097676845079579,-0.31551110247426206,-0.2998283742014504
-0.3,0,0.40501885118538217,3.8577697633053406e-37,-0.3042832098552037
-0.3,0,0.7965279394979536,-0.27025303522521354,-0.2999663388956383
-0.3,0,0.44163607489992796,-2.892071335963275e-37,-0.29989728478352173
-0.3,0,0.8043294060755882,-0.23241779605431753,-0.30006515054300853
-0.3,0,0.43007484826990083,-3.0681555933066076e-37,-0.29940579181478033
-0.3,0,0.7959736489562338,-0.28447557492514086,-0.2998545100727444
-0.3,0,0.477193949373876,-0.040551445793355935,-0.3047915491971748
-0.3,0,0.7836492081778205,-0.242785404655561,-0.2999159857919442
-0.3,0,0.5727513245443531,-0.21548166976428207,-0.29972538880744604
-0.3,0,0.7705974667281164,-0.34179210864999693,-0.29994024479924186
-0.3,0,0.5128158781019643,-0.1396161455081873,-0.3000344086620106
-0.3,0,0.788251084317263,-0.30959166155074835,-0.29996948635686005
-0.3,0,0.5084340127369668,-0.09599938582049353,-0.2998317825265264
-0.3,0,0.776416226459249,-0.3199791563053214,-0.3000949158240658
-0.3,0,0.608991011462287,-0.1272394442366196,-0.3000773692908097
-0.3,0,0.7635979737753574,-0.3592583679755991,-0.30032141605882434
-0.3,0,0.4739680677225761,-2.2173972785100662e-37,-0.30054007048778963
-0.3,0,0.8662151535340666,-0.22596821175420628,-0.299818139624215
-0.3,0,0.22260560161590934,-0.9959792492628982,-0.292831332439079
-0.3,0,0.6045320549826966,-0.12401118156968366,-0.2998462231147207
-0.3,0,0.7208010465349397,-0.20443050833189147,-0.3003931629826493
-0.3,0,0.6875628721358733,-0.28012699969676064,-0.30002168910920074
-0.3,0,0.6507650073735891,-0.3166179107484714,-0.29965383885092184
-0.3,0,0.6947149651317569,-0.33879357794294557,-0.3001557620056138
-0.3,0,0.6358204799515467,-0.27229828165302106,-0.30006647149396454
-0.3,0,0.7203881920270707,-0.28878080355854213,-0.30014707800040996
-0.3,0,0.5889602739721197,-0.057330015462081343,-0.30238565717931676
-0.3,0,0.7720793776015942,-0.3219136938396441,-0.29996534327795366
-0.3,0,0.469055111195708,-9.441548687920213e-38,-0.29944383787288165
-0.3,0,0.8430306268343379,-0.15981207041268836,-0.2995777441041708
-0.3,0,0.27080588826594904,-0.7136405914052599,-0.3022837857022247
-0.3,0,0.7044171065360004,-0.1796768263907924,-0.2999487612069653
-0.3,0,0.6377945277750403,-0.3043191336935504,-0.3004168878084248
-0.3,0,0.6929754694310992,-0.39092565712731325,-0.30006716634680064
-0.3,0,0.6933239656743625,-0.7212770492746752,-0.30018506683860047
-0.3,0,0.5881280610092131,0.1632591545343702,-0.29966211909239315
-0.3,0,0.8636275996643357,-0.4822443651286931,-0.29794599476286787
-0.3,0,0.2829307600801027,1.8258288201484943e-36,-0.29821434665164853
-0.3,0,0.6728675702208831,-0.3612017490401742,-0.2996748692309195
-0.3,0,0.7332908040521018,-0.34463501912367184,-0.300713034351427
-0.3,0,0.5377926386372331,-0.06901842934048336,-0.3001600822992889
-0.3,0,0.8546416593461547,-0.15710601801103694,-0.2998728071454052
-0.3,0,0.2529872357665448,-0.8547394234395493,-0.3081443495059035
-0.3,0,0.6612514529126508,-0.03312582019967927,-0.3005989199793506
-0.3,0,0.6550197593473627,-0.10762931706176009,-0.3002001904696231
-0.3,0,0.7711280181297249,-0.3500028381321138,-0.30004583541578994
-0.3,0,0.4736714191302691,-3.829767577139686e-37,-0.30000585248996087
-0.3,0,0.8396562120832985,-0.340482345403253,-0.29829023548196015
-0.3,0,0.2787289672405446,-0.20345861516811356,-0.29973858906384787
-0.3,0,0.717997640369045,-0.40138136159328325,-0.30026700136548035
-0.3,0,0.6157312962452475,-0.171423751741505,-0.30003485802981017
-0.3,0,0.7150684926676557,-0.5816852004155889,-0.3000442004812659
-0.3,0,0.6516891477102322,-0.43076587073199163,-0.30034182314917457
-0.3,0,0.6555854652456176,-0.6806453217328501,-0.3002801868894738
-0.3,0,0.8028349283109483,-0.5624815605196429,-0.30010760974570877
-0.3,0,0.44064136507635854,2.4148529026038005e-37,-0.3000319195448288
-0.3,0,0.7926818359439662,-0.22207127037154856,-0.30021019153537654
-0.3,0,0.5266781874589546,0.060336217465573605,-0.296495569263197
-0.3,0,0.7880921788830831,-0.41917380451221237,-0.2999087354238783
-0.3,0,0.5124656782774646,-0.20560264424969982,-0.30021780149043714
-0.3,0,0.782120616288568,-0.38780373775660376,-0.30015600970734924
-0.3,0,0.5754603214456353,-0.3770564785543676,-0.301281534656751
