BR,run,Weeks,rec_sp,don_sp,rho,mae,rmse,rec_dens,coef
0.2,9,3,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
0.2,9,4,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4090909090909091,NA
0.2,9,4,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4090909090909091,NA
0.2,9,5,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6818181818181818,NA
0.2,9,5,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6818181818181818,NA
0.2,9,6,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.65,0.25968736367672496
0.2,9,6,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.65,-0.6166688884705971
0.2,9,7,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2772727272727273,-0.6458491523754746
0.2,9,7,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2772727272727273,-1.047098414202066
0.2,9,8,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3409090909090909,-0.4224289376449705
0.2,9,8,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3409090909090909,-0.4045930333648923
0.2,9,9,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,1,-0.6265576500343354
0.2,9,9,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,1,-0.32417092550711085
0.2,9,10,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.8409090909090909,-0.29009276990099225
0.2,9,10,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.8409090909090909,-0.165548961838749
0.2,9,11,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.05909090909090909,-0.6089097448222425
0.2,9,11,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.05909090909090909,-0.5072889204116261
0.2,9,12,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.17272727272727273,-0.5630616326102996
0.2,9,12,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.17272727272727273,-0.34185314873777656
0.2,9,13,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.18181818181818182,-0.8526119325160414
0.2,9,13,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.18181818181818182,-0.3750624599298964
0.2,9,14,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.21363636363636362,-1.0368411280044303
0.2,9,14,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.21363636363636362,-0.3879522742756653
0.2,9,15,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.01818181818181818,-1.2424620945055218
0.2,9,15,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.01818181818181818,-0.6246888609801874
0.2,9,16,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.16818181818181818,-0.6202421207739217
0.2,9,16,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.16818181818181818,-0.4561533595555548
0.2,9,17,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.32727272727272727,-1.013143883717341
0.2,9,17,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.32727272727272727,-0.6253115049792133
0.2,9,18,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.05454545454545454,-1.3538969478352363
0.2,9,18,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.05454545454545454,-0.852749162127419
0.2,9,19,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.06363636363636363,-0.3762339258835203
0.2,9,19,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.06363636363636363,-0.27664673333302925
0.2,9,20,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.30454545454545456,-0.6137460442666894
0.2,9,20,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.30454545454545456,-0.36399730453269485
0.2,9,21,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.30454545454545456,-1.2226482610953149
0.2,9,21,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.30454545454545456,-0.6934463388089674
0.2,9,22,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.013636363636363636,-1.0110918575514707
0.2,9,22,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.013636363636363636,-0.5232599167061083
0.2,9,23,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.1,-0.43152863000828945
0.2,9,23,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.1,-0.32102532322600563
0.2,9,24,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2818181818181818,-0.6128072444294249
0.2,9,24,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2818181818181818,-0.39174228539040146
0.2,9,25,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2818181818181818,-1.4399862520232964
0.2,9,25,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2818181818181818,-0.5874366035612627
0.2,9,26,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.013636363636363636,-1.1039035827210066
0.2,9,26,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.013636363636363636,-0.6598131371088746
0.2,9,27,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.022727272727272728,-0.11196212436593253
0.2,9,27,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.022727272727272728,-0.029482966522658884
0.2,9,28,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.19090909090909092,-1.6056550771526117
0.2,9,28,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.19090909090909092,-0.9345894871671722
0.2,9,29,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.18636363636363637,-1.250696244450781
0.2,9,29,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.18636363636363637,-0.5412905607798326
0.2,9,30,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.02727272727272727,-0.8491040838080484
0.2,9,30,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.02727272727272727,-0.6319923634208764
0.2,9,31,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.022727272727272728,-0.4808192167876434
0.2,9,31,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.022727272727272728,-0.4465492018587563
0.2,9,32,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4,-0.9326319557318011
0.2,9,32,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4,-0.6142748812995699
0.2,9,33,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3090909090909091,-0.8577478266261681
0.2,9,33,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3090909090909091,-0.6796123944393673
0.2,9,34,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0,-0.5903059544855729
0.2,9,34,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0,-0.47593744835306556
0.2,9,35,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.45,-0.7086356590658495
0.2,9,35,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.45,-0.5914552982630505
0.2,9,36,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2909090909090909,-1.0064114379292508
0.2,9,36,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2909090909090909,-0.7324680864114398
0.2,9,37,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.1,-1.518352498499892
0.2,9,37,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.1,-0.8914571268978252
0.2,9,38,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.19090909090909092,-0.894152824635635
0.2,9,38,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.19090909090909092,-0.6558953248870785
0.2,9,39,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3181818181818182,-1.377724132347186
0.2,9,39,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3181818181818182,-0.9147953275347223
0.2,9,40,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2,-1.9010915578885517
0.2,9,40,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2,-0.986025467576614
0.2,9,41,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.17727272727272728,-1.0240920452077353
0.2,9,41,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.17727272727272728,-0.7598275125036125
0.2,9,42,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4818181818181818,-0.706408501076774
0.2,9,42,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4818181818181818,-0.5227684127506147
0.2,9,43,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4636363636363636,-0.9459738812777082
0.2,9,43,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4636363636363636,-0.7042254908825668
0.2,9,44,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.18181818181818182,-1.0068718721487142
0.2,9,44,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.18181818181818182,-0.6669435497745682
0.2,9,45,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5818181818181818,-0.7035631900216978
0.2,9,45,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5818181818181818,-0.38891998516442267
0.2,9,46,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5409090909090909,-0.4781952323627048
0.2,9,46,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5409090909090909,-0.283415652640715
0.2,9,47,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4318181818181818,-0.5989111126973617
0.2,9,47,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4318181818181818,-0.4033895199877004
0.2,9,48,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.32272727272727275,-0.7734827904705156
0.2,9,48,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.32272727272727275,-0.4863062060916732
0.2,9,49,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.35454545454545455,-0.8147145802049455
0.2,9,49,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.35454545454545455,-0.5350626440547277
0.2,9,50,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.39090909090909093,-1.181070516832211
0.2,9,50,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.39090909090909093,-0.5694075428096026
0.2,9,51,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3090909090909091,-1.5370588024954266
0.2,9,51,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3090909090909091,-0.8614935221519563
0.2,9,52,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4,NA
0.2,9,52,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4,NA
0.2,9,53,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.34545454545454546,NA
0.2,9,53,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.34545454545454546,NA
0.2,9,54,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.36363636363636365,NA
0.2,9,54,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.36363636363636365,NA
0.2,9,55,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.41363636363636364,NA
0.2,9,55,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.41363636363636364,NA
0.2,10,1,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
0.2,10,1,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
0.2,10,2,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
0.2,10,2,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
0.2,10,3,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09545454545454546,NA
0.2,10,3,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09545454545454546,NA
0.2,10,4,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.509090909090909,NA
0.2,10,4,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.509090909090909,NA
0.2,10,5,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6409090909090909,NA
0.2,10,5,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6409090909090909,NA
0.2,10,6,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6863636363636364,0.2512672720175387
0.2,10,6,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6863636363636364,-0.5964299816866877
0.2,10,7,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.36818181818181817,-0.8536909421607475
0.2,10,7,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.36818181818181817,-1.0169445495422422
0.2,10,8,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4863636363636364,-0.865611899848663
0.2,10,8,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.4863636363636364,-0.6186215220346637
0.2,10,9,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.9090909090909091,0
0.2,10,9,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.9090909090909091,0
0.2,10,10,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.9136363636363637,-0.2941020893309849
0.2,10,10,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.9136363636363637,-0.1524700022844313
0.2,10,11,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.29545454545454547,-0.6203921344728407
0.2,10,11,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.29545454545454547,-0.4660096554452077
0.2,10,12,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3181818181818182,-0.5791556281298145
0.2,10,12,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.3181818181818182,-0.32675194071055136
0.2,10,13,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.21818181818181817,-0.8158639612973638
0.2,10,13,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.21818181818181817,-0.34479428175363597
0.2,10,14,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2636363636363636,-0.864153913431496
0.2,10,14,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2636363636363636,-0.24611011374972008
0.2,10,15,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.1318181818181818,-1.480605352613007
0.2,10,15,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.1318181818181818,-0.6420025425893247
0.2,10,16,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.21818181818181817,-1.3788087511704952
0.2,10,16,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.21818181818181817,-0.8223705758209646
0.2,10,17,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.33636363636363636,-1.2370637901813537
0.2,10,17,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.33636363636363636,-0.7915980025526014
0.2,10,18,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2772727272727273,-1.2765388948815561
0.2,10,18,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.2772727272727273,-0.747450779152795
0.2,10,19,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.32272727272727275,-0.6927020887570681
0.2,10,19,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.32272727272727275,-0.6360167867217508
0.2,10,20,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5045454545454545,-0.6638847447758881
0.2,10,20,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5045454545454545,-0.5641333634963325
0.2,10,21,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.42272727272727273,-0.7041129609266983
0.2,10,21,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.42272727272727273,-0.6662201678608493
0.2,10,22,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5227272727272727,-0.7400695752327364
0.2,10,22,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5227272727272727,-0.73004156178218
0.2,10,23,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5045454545454545,-0.6975137919020536
0.2,10,23,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5045454545454545,-0.4497696975290764
0.2,10,24,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5863636363636363,-0.6646274153757541
0.2,10,24,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.5863636363636363,-0.2527479374219619
0.2,10,25,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.7318181818181818,NA
0.2,10,25,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.7318181818181818,NA
0.2,10,26,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6363636363636364,NA
0.2,10,26,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.6363636363636364,NA
0.2,10,27,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.41818181818181815,NA
0.2,10,27,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.41818181818181815,NA
0.2,10,28,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.24545454545454545,NA
0.2,10,28,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.24545454545454545,NA
0.2,11,1,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.08636363636363636,NA
0.2,11,1,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.08636363636363636,NA
0.2,11,2,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
0.2,11,2,Cm,Ac,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
0.2,11,3,Cm,Cc,0.7937713612147738,0.09452919288485953,0.11991652826854043,0.09090909090909091,NA
