BR,run,Weeks,Cc,Cm,Ac
0.2,10,49,NA,107,148
0.2,10,50,NA,112,103
0.2,10,51,NA,101,143
0.2,10,52,NA,70,196
0.2,10,53,NA,80,180
0.2,10,54,NA,62,150
0.2,10,55,NA,105,116
0.2,10,56,NA,79,140
0.2,10,57,NA,NA,NA
0.2,10,58,NA,NA,NA
0.2,10,59,NA,NA,NA
0.2,10,60,NA,NA,NA
0.2,10,61,NA,NA,NA
0.2,10,62,NA,NA,NA
0.2,10,63,NA,NA,NA
0.2,10,64,NA,NA,NA
0.2,10,65,NA,NA,NA
0.2,10,66,NA,NA,NA
0.2,10,67,NA,NA,NA
0.2,10,68,NA,NA,NA
0.2,10,69,NA,NA,NA
0.2,10,70,NA,NA,NA
0.2,10,71,NA,NA,NA
0.2,10,72,NA,NA,NA
0.2,10,73,NA,NA,NA
0.2,10,74,NA,NA,NA
0.2,10,75,NA,NA,NA
0.2,10,76,NA,NA,NA
0.2,10,77,NA,NA,NA
0.2,10,78,NA,NA,NA
0.2,10,79,NA,NA,NA
0.2,10,80,NA,NA,NA
0.2,10,81,NA,NA,NA
0.2,10,82,NA,NA,NA
0.2,10,83,NA,NA,NA
0.2,10,84,NA,NA,NA
0.2,10,85,NA,NA,NA
0.2,10,86,NA,NA,NA
0.2,10,87,NA,NA,NA
0.2,10,88,NA,NA,NA
0.2,10,89,NA,NA,NA
0.2,10,90,NA,NA,NA
0.2,10,91,NA,NA,NA
0.2,10,92,NA,NA,NA
0.2,10,93,NA,NA,NA
0.2,10,94,NA,NA,NA
0.2,10,95,NA,NA,NA
0.2,10,96,NA,NA,NA
0.2,10,97,NA,NA,NA
0.2,10,98,NA,NA,NA
0.2,10,99,NA,NA,NA
0.2,10,100,NA,NA,NA
0.2,10,101,NA,NA,NA
0.2,11,1,21,19,NA
0.2,11,2,21,20,NA
0.2,11,3,30,20,NA
0.2,11,4,74,129,NA
0.2,11,5,112,153,NA
0.2,11,6,76,144,NA
0.2,11,7,69,132,NA
0.2,11,8,28,197,NA
0.2,11,9,30,191,0
0.2,11,10,17,168,13
0.2,11,11,11,194,85
0.2,11,12,3,131,73
0.2,11,13,0,115,64
0.2,11,14,NA,113,68
0.2,11,15,NA,123,65
0.2,11,16,NA,127,71
0.2,11,17,NA,106,105
0.2,11,18,NA,126,56
0.2,11,19,NA,NA,NA
0.2,11,20,NA,NA,NA
0.2,11,21,NA,NA,NA
0.2,11,22,NA,NA,NA
0.2,11,23,NA,NA,NA
0.2,11,24,NA,NA,NA
0.2,11,25,NA,NA,NA
0.2,11,26,NA,NA,NA
0.2,11,27,NA,NA,NA
0.2,11,28,NA,NA,NA
0.2,11,29,NA,NA,NA
0.2,11,30,NA,NA,NA
0.2,11,31,NA,NA,NA
0.2,11,32,NA,NA,NA
0.2,11,33,NA,NA,NA
0.2,11,34,NA,NA,NA
0.2,11,35,NA,NA,NA
0.2,11,36,NA,NA,NA
0.2,11,37,NA,NA,NA
0.2,11,38,NA,NA,NA
0.2,11,39,NA,NA,NA
0.2,11,40,NA,NA,NA
0.2,11,41,NA,NA,NA
0.2,11,42,NA,NA,NA
0.2,11,43,NA,NA,NA
0.2,11,44,NA,NA,NA
0.2,11,45,NA,NA,NA
0.2,11,46,NA,NA,NA
0.2,11,47,NA,NA,NA
0.2,11,48,NA,NA,NA
0.2,11,49,NA,NA,NA
0.2,11,50,NA,NA,NA
0.2,11,51,NA,NA,NA
0.2,11,52,NA,NA,NA
0.2,11,53,NA,NA,NA
0.2,11,54,NA,NA,NA
0.2,11,55,NA,NA,NA
0.2,11,56,NA,NA,NA
0.2,11,57,NA,NA,NA
0.2,11,58,NA,NA,NA
0.2,11,59,NA,NA,NA
0.2,11,60,NA,NA,NA
0.2,11,61,NA,NA,NA
0.2,11,62,NA,NA,NA
0.2,11,63,NA,NA,NA
0.2,11,64,NA,NA,NA
0.2,11,65,NA,NA,NA
0.2,11,66,NA,NA,NA
0.2,11,67,NA,NA,NA
0.2,11,68,NA,NA,NA
0.2,11,69,NA,NA,NA
0.2,11,70,NA,NA,NA
0.2,11,71,NA,NA,NA
0.2,11,72,NA,NA,NA
0.2,11,73,NA,NA,NA
0.2,11,74,NA,NA,NA
0.2,11,75,NA,NA,NA
0.2,11,76,NA,NA,NA
0.2,11,77,NA,NA,NA
0.2,11,78,NA,NA,NA
0.2,11,79,NA,NA,NA
0.2,11,80,NA,NA,NA
0.2,11,81,NA,NA,NA
0.2,11,82,NA,NA,NA
0.2,11,83,NA,NA,NA
0.2,11,84,NA,NA,NA
0.2,11,85,NA,NA,NA
0.2,11,86,NA,NA,NA
0.2,11,87,NA,NA,NA
0.2,11,88,NA,NA,NA
0.2,11,89,NA,NA,NA
0.2,11,90,NA,NA,NA
0.2,11,91,NA,NA,NA
0.2,11,92,NA,NA,NA
0.2,11,93,NA,NA,NA
0.2,11,94,NA,NA,NA
0.2,11,95,NA,NA,NA
0.2,11,96,NA,NA,NA
0.2,11,97,NA,NA,NA
0.2,11,98,NA,NA,NA
0.2,11,99,NA,NA,NA
0.2,11,100,NA,NA,NA
0.2,11,101,NA,NA,NA
0.2,12,1,20,20,NA
0.2,12,2,20,20,NA
0.2,12,3,50,20,NA
0.2,12,4,134,88,NA
0.2,12,5,114,182,0
0.2,12,6,84,111,11
0.2,12,7,145,29,122
0.2,12,8,48,89,115
0.2,12,9,13,45,137
0.2,12,10,56,73,113
0.2,12,11,8,7,144
0.2,12,12,27,50,144
0.2,12,13,11,51,91
0.2,12,14,79,34,77
0.2,12,15,48,16,83
0.2,12,16,22,65,77
0.2,12,17,23,69,127
0.2,12,18,69,25,115
0.2,12,19,45,22,65
0.2,12,20,5,75,92
0.2,12,21,27,49,117
0.2,12,22,57,21,112
0.2,12,23,46,24,104
0.2,12,24,1,83,115
0.2,12,25,27,38,101
0.2,12,26,40,32,104
0.2,12,27,30,33,127
0.2,12,28,7,64,147
0.2,12,29,25,42,133
0.2,12,30,28,41,117
0.2,12,31,11,54,147
0.2,12,32,7,50,141
0.2,12,33,19,34,179
0.2,12,34,17,35,160
0.2,12,35,1,48,143
0.2,12,36,4,35,207
0.2,12,37,15,42,156
0.2,12,38,1,60,124
0.2,12,39,0,70,167
0.2,12,40,16,41,124
0.2,12,41,1,41,144
0.2,12,42,0,48,124
0.2,12,43,6,53,184
0.2,12,44,12,25,152
0.2,12,45,0,53,148
0.2,12,46,1,50,157
0.2,12,47,12,52,153
0.2,12,48,2,54,116
0.2,12,49,0,65,142
0.2,12,50,0,57,157
0.2,12,51,1,55,173
0.2,12,52,0,57,187
0.2,12,53,NA,59,142
0.2,12,54,NA,65,96
0.2,12,55,NA,67,113
0.2,12,56,NA,61,143
0.2,12,57,NA,NA,NA
0.2,12,58,NA,NA,NA
0.2,12,59,NA,NA,NA
0.2,12,60,NA,NA,NA
0.2,12,61,NA,NA,NA
0.2,12,62,NA,NA,NA
0.2,12,63,NA,NA,NA
0.2,12,64,NA,NA,NA
0.2,12,65,NA,NA,NA
0.2,12,66,NA,NA,NA
0.2,12,67,NA,NA,NA
0.2,12,68,NA,NA,NA
0.2,12,69,NA,NA,NA
0.2,12,70,NA,NA,NA
0.2,12,71,NA,NA,NA
0.2,12,72,NA,NA,NA
0.2,12,73,NA,NA,NA
0.2,12,74,NA,NA,NA
0.2,12,75,NA,NA,NA
0.2,12,76,NA,NA,NA
0.2,12,77,NA,NA,NA
0.2,12,78,NA,NA,NA
0.2,12,79,NA,NA,NA
0.2,12,80,NA,NA,NA
0.2,12,81,NA,NA,NA
0.2,12,82,NA,NA,NA
0.2,12,83,NA,NA,NA
0.2,12,84,NA,NA,NA
0.2,12,85,NA,NA,NA
0.2,12,86,NA,NA,NA
0.2,12,87,NA,NA,NA
0.2,12,88,NA,NA,NA
0.2,12,89,NA,NA,NA
0.2,12,90,NA,NA,NA
0.2,12,91,NA,NA,NA
0.2,12,92,NA,NA,NA
0.2,12,93,NA,NA,NA
0.2,12,94,NA,NA,NA
0.2,12,95,NA,NA,NA
0.2,12,96,NA,NA,NA
0.2,12,97,NA,NA,NA
0.2,12,98,NA,NA,NA
0.2,12,99,NA,NA,NA
0.2,12,100,NA,NA,NA
0.2,12,101,NA,NA,NA
0.2,13,1,20,20,NA
0.2,13,2,20,20,NA
0.2,13,3,32,20,NA
0.2,13,4,100,119,NA
0.2,13,5,72,180,0
0.2,13,6,68,173,11
0.2,13,7,78,29,83
0.2,13,8,14,109,106
0.2,13,9,9,79,97
0.2,13,10,60,105,91
0.2,13,11,11,19,100
0.2,13,12,6,80,112
0.2,13,13,3,77,96
0.2,13,14,39,46,99
0.2,13,15,30,48,89
0.2,13,16,1,97,65
0.2,13,17,19,90,94
0.2,13,18,30,90,98
0.2,13,19,11,78,70
0.2,13,20,1,126,67
0.2,13,21,8,83,87
0.2,13,22,1,113,51
0.2,13,23,4,118,83
0.2,13,24,1,152,95
0.2,13,25,0,128,69
0.2,13,26,NA,120,81
0.2,13,27,NA,137,94
0.2,13,28,NA,122,94
0.2,13,29,NA,128,102
0.2,13,30,NA,141,85
0.2,13,31,NA,163,84
0.2,13,32,NA,122,96
0.2,13,33,NA,139,98
0.2,13,34,NA,96,137
0.2,13,35,NA,121,133
0.2,13,36,NA,89,158
0.2,13,37,NA,122,102
0.2,13,38,NA,63,200
0.2,13,39,NA,99,142
0.2,13,40,NA,61,159
0.2,13,41,NA,NA,NA
0.2,13,42,NA,NA,NA
0.2,13,43,NA,NA,NA
0.2,13,44,NA,NA,NA
0.2,13,45,NA,NA,NA
0.2,13,46,NA,NA,NA
0.2,13,47,NA,NA,NA
0.2,13,48,NA,NA,NA
0.2,13,49,NA,NA,NA
0.2,13,50,NA,NA,NA
0.2,13,51,NA,NA,NA
0.2,13,52,NA,NA,NA
0.2,13,53,NA,NA,NA
0.2,13,54,NA,NA,NA
0.2,13,55,NA,NA,NA
0.2,13,56,NA,NA,NA
0.2,13,57,NA,NA,NA
0.2,13,58,NA,NA,NA
0.2,13,59,NA,NA,NA
0.2,13,60,NA,NA,NA
0.2,13,61,NA,NA,NA
0.2,13,62,NA,NA,NA
0.2,13,63,NA,NA,NA
0.2,13,64,NA,NA,NA
0.2,13,65,NA,NA,NA
0.2,13,66,NA,NA,NA
0.2,13,67,NA,NA,NA
0.2,13,68,NA,NA,NA
0.2,13,69,NA,NA,NA
0.2,13,70,NA,NA,NA
0.2,13,71,NA,NA,NA
0.2,13,72,NA,NA,NA
0.2,13,73,NA,NA,NA
0.2,13,74,NA,NA,NA
0.2,13,75,NA,NA,NA
0.2,13,76,NA,NA,NA
0.2,13,77,NA,NA,NA
0.2,13,78,NA,NA,NA
0.2,13,79,NA,NA,NA
0.2,13,80,NA,NA,NA
0.2,13,81,NA,NA,NA
0.2,13,82,NA,NA,NA
0.2,13,83,NA,NA,NA
0.2,13,84,NA,NA,NA
0.2,13,85,NA,NA,NA
0.2,13,86,NA,NA,NA
0.2,13,87,NA,NA,NA
0.2,13,88,NA,NA,NA
0.2,13,89,NA,NA,NA
0.2,13,90,NA,NA,NA
0.2,13,91,NA,NA,NA
0.2,13,92,NA,NA,NA
0.2,13,93,NA,NA,NA
0.2,13,94,NA,NA,NA
0.2,13,95,NA,NA,NA
0.2,13,96,NA,NA,NA
0.2,13,97,NA,NA,NA
0.2,13,98,NA,NA,NA
0.2,13,99,NA,NA,NA
0.2,13,100,NA,NA,NA
0.2,13,101,NA,NA,NA
0.2,14,1,20,20,NA
0.2,14,2,20,20,NA
0.2,14,3,37,20,NA
0.2,14,4,118,85,NA
0.2,14,5,83,184,0
0.2,14,6,75,141,10
0.2,14,7,176,8,66
0.2,14,8,42,87,80
0.2,14,9,11,82,59
0.2,14,10,13,82,158
0.2,14,11,51,3,168
0.2,14,12,17,67,109
0.2,14,13,4,94,67
0.2,14,14,4,116,69
0.2,14,15,51,23,19
0.2,14,16,9,142,46
0.2,14,17,0,159,64
0.2,14,18,1,177,36
0.2,14,19,48,55,43
0.2,14,20,2,146,72
0.2,14,21,0,96,45
0.2,14,22,0,119,67
0.2,14,23,9,90,74
0.2,14,24,0,129,84
0.2,14,25,0,133,64
0.2,14,26,0,75,87
0.2,14,27,1,113,156
0.2,14,28,0,96,70
0.2,14,29,NA,111,90
0.2,14,30,NA,147,97
0.2,14,31,NA,161,71
0.2,14,32,NA,119,58
0.2,14,33,NA,117,104
0.2,14,34,NA,52,137
0.2,14,35,NA,69,217
0.2,14,36,NA,52,188
0.2,14,37,NA,60,160
0.2,14,38,NA,45,158
0.2,14,39,NA,56,144
0.2,14,40,NA,55,123
0.2,14,41,NA,NA,NA
0.2,14,42,NA,NA,NA
0.2,14,43,NA,NA,NA
0.2,14,44,NA,NA,NA
0.2,14,45,NA,NA,NA
0.2,14,46,NA,NA,NA
0.2,14,47,NA,NA,NA
0.2,14,48,NA,NA,NA
0.2,14,49,NA,NA,NA
0.2,14,50,NA,NA,NA
0.2,14,51,NA,NA,NA
0.2,14,52,NA,NA,NA
0.2,14,53,NA,NA,NA
0.2,14,54,NA,NA,NA
0.2,14,55,NA,NA,NA
0.2,14,56,NA,NA,NA
0.2,14,57,NA,NA,NA
0.2,14,58,NA,NA,NA
0.2,14,59,NA,NA,NA
0.2,14,60,NA,NA,NA
0.2,14,61,NA,NA,NA
0.2,14,62,NA,NA,NA
0.2,14,63,NA,NA,NA
0.2,14,64,NA,NA,NA
0.2,14,65,NA,NA,NA
0.2,14,66,NA,NA,NA
0.2,14,67,NA,NA,NA
0.2,14,68,NA,NA,NA
0.2,14,69,NA,NA,NA
0.2,14,70,NA,NA,NA
0.2,14,71,NA,NA,NA
0.2,14,72,NA,NA,NA
0.2,14,73,NA,NA,NA
0.2,14,74,NA,NA,NA
0.2,14,75,NA,NA,NA
0.2,14,76,NA,NA,NA
0.2,14,77,NA,NA,NA
0.2,14,78,NA,NA,NA
0.2,14,79,NA,NA,NA
0.2,14,80,NA,NA,NA
0.2,14,81,NA,NA,NA
0.2,14,82,NA,NA,NA
0.2,14,83,NA,NA,NA
0.2,14,84,NA,NA,NA
0.2,14,85,NA,NA,NA
0.2,14,86,NA,NA,NA
0.2,14,87,NA,NA,NA
0.2,14,88,NA,NA,NA
0.2,14,89,NA,NA,NA
0.2,14,90,NA,NA,NA
0.2,14,91,NA,NA,NA
0.2,14,92,NA,NA,NA
0.2,14,93,NA,NA,NA
0.2,14,94,NA,NA,NA
0.2,14,95,NA,NA,NA
0.2,14,96,NA,NA,NA
0.2,14,97,NA,NA,NA
0.2,14,98,NA,NA,NA
0.2,14,99,NA,NA,NA
0.2,14,100,NA,NA,NA
0.2,14,101,NA,NA,NA
0.2,15,1,20,20,NA
0.2,15,2,20,20,NA
0.2,15,3,30,21,NA
0.2,15,4,87,133,NA
0.2,15,5,99,150,0
0.2,15,6,72,146,10
0.2,15,7,100,23,59
0.2,15,8,33,94,96
0.2,15,9,11,61,96
0.2,15,10,8,64,150
0.2,15,11,38,16,125
0.2,15,12,4,52,125
0.2,15,13,1,64,113
0.2,15,14,2,97,99
0.2,15,15,21,36,59
0.2,15,16,1,136,68
0.2,15,17,0,130,125
0.2,15,18,0,151,52
0.2,15,19,4,113,59
0.2,15,20,0,115,82
0.2,15,21,NA,101,72
0.2,15,22,NA,88,104
0.2,15,23,NA,107,57
0.2,15,24,NA,116,116
0.2,15,25,NA,131,102
0.2,15,26,NA,104,80
0.2,15,27,NA,159,75
0.2,15,28,NA,148,52
0.2,15,29,NA,150,72
0.2,15,30,NA,131,106
0.2,15,31,NA,80,105
0.2,15,32,NA,111,128
0.2,15,33,NA,59,147
0.2,15,34,NA,44,214
0.2,15,35,NA,17,66
0.2,15,36,NA,60,46
0.2,15,37,NA,69,164
0.2,15,38,NA,48,131
0.2,15,39,NA,64,136
0.2,15,40,NA,77,170
0.2,15,41,NA,NA,NA
0.2,15,42,NA,NA,NA
0.2,15,43,NA,NA,NA
0.2,15,44,NA,NA,NA
0.2,15,45,NA,NA,NA
0.2,15,46,NA,NA,NA
0.2,15,47,NA,NA,NA
0.2,15,48,NA,NA,NA
0.2,15,49,NA,NA,NA
0.2,15,50,NA,NA,NA
0.2,15,51,NA,NA,NA
0.2,15,52,NA,NA,NA
0.2,15,53,NA,NA,NA
0.2,15,54,NA,NA,NA
0.2,15,55,NA,NA,NA
0.2,15,56,NA,NA,NA
0.2,15,57,NA,NA,NA
0.2,15,58,NA,NA,NA
0.2,15,59,NA,NA,NA
0.2,15,60,NA,NA,NA
0.2,15,61,NA,NA,NA
0.2,15,62,NA,NA,NA
0.2,15,63,NA,NA,NA
0.2,15,64,NA,NA,NA
0.2,15,65,NA,NA,NA
0.2,15,66,NA,NA,NA
0.2,15,67,NA,NA,NA
0.2,15,68,NA,NA,NA
0.2,15,69,NA,NA,NA
0.2,15,70,NA,NA,NA
0.2,15,71,NA,NA,NA
0.2,15,72,NA,NA,NA
0.2,15,73,NA,NA,NA
0.2,15,74,NA,NA,NA
0.2,15,75,NA,NA,NA
0.2,15,76,NA,NA,NA
0.2,15,77,NA,NA,NA
0.2,15,78,NA,NA,NA
0.2,15,79,NA,NA,NA
0.2,15,80,NA,NA,NA
0.2,15,81,NA,NA,NA
0.2,15,82,NA,NA,NA
0.2,15,83,NA,NA,NA
0.2,15,84,NA,NA,NA
0.2,15,85,NA,NA,NA
0.2,15,86,NA,NA,NA
0.2,15,87,NA,NA,NA
0.2,15,88,NA,NA,NA
0.2,15,89,NA,NA,NA
0.2,15,90,NA,NA,NA
0.2,15,91,NA,NA,NA
0.2,15,92,NA,NA,NA
0.2,15,93,NA,NA,NA
0.2,15,94,NA,NA,NA
0.2,15,95,NA,NA,NA
0.2,15,96,NA,NA,NA
0.2,15,97,NA,NA,NA
0.2,15,98,NA,NA,NA
0.2,15,99,NA,NA,NA
0.2,15,100,NA,NA,NA
0.2,15,101,NA,NA,NA
0.2,16,1,20,20,NA
0.2,16,2,19,19,NA
0.2,16,3,47,23,NA
0.2,16,4,104,98,NA
0.2,16,5,102,143,0
0.2,16,6,64,114,12
0.2,16,7,196,19,132
0.2,16,8,16,64,160
0.2,16,9,2,11,154
0.2,16,10,4,35,154
0.2,16,11,53,3,138
0.2,16,12,9,18,157
0.2,16,13,0,35,130
0.2,16,14,39,25,122
0.2,16,15,34,11,131
0.2,16,16,4,48,92
0.2,16,17,8,58,58
0.2,16,18,62,28,54
0.2,16,19,37,22,119
0.2,16,20,-1,34,189
0.2,16,21,11,32,213
0.2,16,22,31,6,207
0.2,16,23,13,30,89
0.2,16,24,3,48,113
0.2,16,25,48,22,57
0.2,16,26,46,16,45
0.2,16,27,5,79,36
0.2,16,28,21,75,146
0.2,16,29,38,37,185
0.2,16,30,42,30,91
0.2,16,31,2,90,99
0.2,16,32,8,60,106
0.2,16,33,12,29,120
0.2,16,34,21,50,141
0.2,16,35,1,91,51
0.2,16,36,1,136,52
0.2,16,37,27,100,92
0.2,16,38,13,128,33
0.2,16,39,-1,147,53
0.2,16,40,0,168,85
0.2,16,41,0,95,52
0.2,16,42,NA,NA,NA
0.2,16,43,NA,NA,NA
0.2,16,44,NA,NA,NA
0.2,16,45,NA,NA,NA
0.2,16,46,NA,NA,NA
0.2,16,47,NA,NA,NA
0.2,16,48,NA,NA,NA
0.2,16,49,NA,NA,NA
0.2,16,50,NA,NA,NA
0.2,16,51,NA,NA,NA
0.2,16,52,NA,NA,NA
0.2,16,53,NA,NA,NA
0.2,16,54,NA,NA,NA
0.2,16,55,NA,NA,NA
0.2,16,56,NA,NA,NA
0.2,16,57,NA,NA,NA
0.2,16,58,NA,NA,NA
0.2,16,59,NA,NA,NA
0.2,16,60,NA,NA,NA
0.2,16,61,NA,NA,NA
0.2,16,62,NA,NA,NA
0.2,16,63,NA,NA,NA
0.2,16,64,NA,NA,NA
0.2,16,65,NA,NA,NA
0.2,16,66,NA,NA,NA
0.2,16,67,NA,NA,NA
0.2,16,68,NA,NA,NA
0.2,16,69,NA,NA,NA
0.2,16,70,NA,NA,NA
0.2,16,71,NA,NA,NA
0.2,16,72,NA,NA,NA
0.2,16,73,NA,NA,NA
0.2,16,74,NA,NA,NA
0.2,16,75,NA,NA,NA
0.2,16,76,NA,NA,NA
0.2,16,77,NA,NA,NA
0.2,16,78,NA,NA,NA
0.2,16,79,NA,NA,NA
0.2,16,80,NA,NA,NA
0.2,16,81,NA,NA,NA
0.2,16,82,NA,NA,NA
0.2,16,83,NA,NA,NA
0.2,16,84,NA,NA,NA
0.2,16,85,NA,NA,NA
0.2,16,86,NA,NA,NA
0.2,16,87,NA,NA,NA
0.2,16,88,NA,NA,NA
0.2,16,89,NA,NA,NA
0.2,16,90,NA,NA,NA
0.2,16,91,NA,NA,NA
0.2,16,92,NA,NA,NA
0.2,16,93,NA,NA,NA
0.2,16,94,NA,NA,NA
0.2,16,95,NA,NA,NA
0.2,16,96,NA,NA,NA
0.2,16,97,NA,NA,NA
0.2,16,98,NA,NA,NA
0.2,16,99,NA,NA,NA
0.2,16,100,NA,NA,NA
0.2,16,101,NA,NA,NA
0.5,17,1,20,20,NA
0.5,17,2,20,20,NA
0.5,17,3,22,19,NA
0.5,17,4,165,101,NA
0.5,17,5,136,147,NA
0.5,17,6,126,157,NA
0.5,17,7,233,44,NA
0.5,17,8,257,42,NA
0.5,17,9,95,127,0
0.5,17,10,73,189,11
0.5,17,11,168,15,172
0.5,17,12,50,10,257
0.5,17,13,3,12,190
0.5,17,14,11,33,184
0.5,17,15,40,0,116
0.5,17,16,37,17,85
0.5,17,17,11,54,37
0.5,17,18,49,16,75
0.5,17,19,52,1,174
0.5,17,20,22,25,128
0.5,17,21,5,54,105
0.5,17,22,41,6,90
0.5,17,23,44,0,96
0.5,17,24,2,62,83
0.5,17,25,8,68,108
0.5,17,26,53,12,109
0.5,17,27,28,3,129
0.5,17,28,0,47,130
0.5,17,29,0,40,161
0.5,17,30,35,10,134
0.5,17,31,47,12,115
0.5,17,32,0,60,64
0.5,17,33,19,83,92
0.5,17,34,50,0,137
0.5,17,35,5,69,127
0.5,17,36,9,55,122
0.5,17,37,23,42,90
0.5,17,38,28,33,119
0.5,17,39,0,84,135
0.5,17,40,9,51,118
0.5,17,41,34,36,94
0.5,17,42,2,73,98
0.5,17,43,0,65,124
0.5,17,44,7,43,131
0.5,17,45,17,54,138
0.5,17,46,0,73,105
0.5,17,47,0,63,75
0.5,17,48,7,75,94
0.5,17,49,0,54,136
0.5,17,50,NA,79,105
0.5,17,51,NA,48,162
0.5,17,52,NA,73,159
0.5,17,53,NA,55,137
0.5,17,54,NA,71,92
0.5,17,55,NA,61,66
0.5,17,56,NA,73,103
0.5,17,57,NA,NA,NA
0.5,17,58,NA,NA,NA
0.5,17,59,NA,NA,NA
0.5,17,60,NA,NA,NA
0.5,17,61,NA,NA,NA
0.5,17,62,NA,NA,NA
0.5,17,63,NA,NA,NA
0.5,17,64,NA,NA,NA
0.5,17,65,NA,NA,NA
0.5,17,66,NA,NA,NA
0.5,17,67,NA,NA,NA
0.5,17,68,NA,NA,NA
0.5,17,69,NA,NA,NA
0.5,17,70,NA,NA,NA
0.5,17,71,NA,NA,NA
0.5,17,72,NA,NA,NA
0.5,17,73,NA,NA,NA
0.5,17,74,NA,NA,NA
0.5,17,75,NA,NA,NA
0.5,17,76,NA,NA,NA
0.5,17,77,NA,NA,NA
0.5,17,78,NA,NA,NA
0.5,17,79,NA,NA,NA
0.5,17,80,NA,NA,NA
0.5,17,81,NA,NA,NA
0.5,17,82,NA,NA,NA
0.5,17,83,NA,NA,NA
0.5,17,84,NA,NA,NA
0.5,17,85,NA,NA,NA
0.5,17,86,NA,NA,NA
0.5,17,87,NA,NA,NA
0.5,17,88,NA,NA,NA
0.5,17,89,NA,NA,NA
0.5,17,90,NA,NA,NA
0.5,17,91,NA,NA,NA
0.5,17,92,NA,NA,NA
0.5,17,93,NA,NA,NA
0.5,17,94,NA,NA,NA
0.5,17,95,NA,NA,NA
0.5,17,96,NA,NA,NA
0.5,17,97,NA,NA,NA
0.5,17,98,NA,NA,NA
0.5,17,99,NA,NA,NA
0.5,17,100,NA,NA,NA
0.5,17,101,NA,NA,NA
0.5,18,1,20,20,NA
0.5,18,2,20,20,NA
0.5,18,3,25,20,NA
0.5,18,4,155,104,NA
0.5,18,5,158,131,NA
0.5,18,6,153,155,NA
0.5,18,7,240,52,NA
0.5,18,8,223,77,NA
0.5,18,9,122,95,0
0.5,18,10,107,126,13
0.5,18,11,105,13,170
0.5,18,12,31,15,241
0.5,18,13,17,6,208
0.5,18,14,17,22,153
0.5,18,15,40,6,119
0.5,18,16,43,32,51
0.5,18,17,66,8,40
0.5,18,18,72,7,81
0.5,18,19,41,10,160
0.5,18,20,35,4,203
0.5,18,21,49,0,116
0.5,18,22,50,4,79
0.5,18,23,45,2,90
0.5,18,24,41,1,186
0.5,18,25,62,2,128
0.5,18,26,47,0,55
0.5,18,27,42,NA,88
0.5,18,28,45,NA,95
0.5,18,29,48,NA,113
0.5,18,30,55,NA,117
0.5,18,31,67,NA,84
0.5,18,32,56,NA,89
0.5,18,33,52,NA,100
0.5,18,34,34,NA,192
0.5,18,35,60,NA,102
0.5,18,36,28,NA,149
0.5,18,37,45,NA,71
0.5,18,38,80,NA,84
0.5,18,39,46,NA,98
0.5,18,40,55,NA,104
0.5,18,41,46,NA,113
0.5,18,42,56,NA,95
0.5,18,43,65,NA,57
0.5,18,44,58,NA,138
0.5,18,45,40,NA,100
0.5,18,46,55,NA,115
0.5,18,47,67,NA,88
0.5,18,48,54,NA,103
0.5,18,49,48,NA,126
0.5,18,50,37,NA,136
0.5,18,51,48,NA,100
0.5,18,52,34,NA,117
0.5,18,53,48,NA,96
0.5,18,54,57,NA,83
0.5,18,55,46,NA,103
0.5,18,56,44,NA,122
0.5,18,57,NA,NA,NA
0.5,18,58,NA,NA,NA
0.5,18,59,NA,NA,NA
0.5,18,60,NA,NA,NA
0.5,18,61,NA,NA,NA
0.5,18,62,NA,NA,NA
0.5,18,63,NA,NA,NA
0.5,18,64,NA,NA,NA
0.5,18,65,NA,NA,NA
0.5,18,66,NA,NA,NA
0.5,18,67,NA,NA,NA
0.5,18,68,NA,NA,NA
0.5,18,69,NA,NA,NA
0.5,18,70,NA,NA,NA
0.5,18,71,NA,NA,NA
0.5,18,72,NA,NA,NA
0.5,18,73,NA,NA,NA
0.5,18,74,NA,NA,NA
0.5,18,75,NA,NA,NA
0.5,18,76,NA,NA,NA
0.5,18,77,NA,NA,NA
0.5,18,78,NA,NA,NA
0.5,18,79,NA,NA,NA
0.5,18,80,NA,NA,NA
0.5,18,81,NA,NA,NA
0.5,18,82,NA,NA,NA
0.5,18,83,NA,NA,NA
0.5,18,84,NA,NA,NA
0.5,18,85,NA,NA,NA
0.5,18,86,NA,NA,NA
0.5,18,87,NA,NA,NA
0.5,18,88,NA,NA,NA
0.5,18,89,NA,NA,NA
0.5,18,90,NA,NA,NA
0.5,18,91,NA,NA,NA
0.5,18,92,NA,NA,NA
0.5,18,93,NA,NA,NA
0.5,18,94,NA,NA,NA
0.5,18,95,NA,NA,NA
0.5,18,96,NA,NA,NA
0.5,18,97,NA,NA,NA
0.5,18,98,NA,NA,NA
0.5,18,99,NA,NA,NA
0.5,18,100,NA,NA,NA
0.5,18,101,NA,NA,NA
0.5,19,1,20,20,NA
0.5,19,2,19,19,NA
0.5,19,3,23,21,NA
0.5,19,4,157,131,NA
0.5,19,5,132,158,NA
0.5,19,6,161,139,NA
0.5,19,7,84,143,NA
0.5,19,8,128,139,NA
0.5,19,9,104,72,0
0.5,19,10,55,146,11
0.5,19,11,50,87,148
0.5,19,12,12,26,221
0.5,19,13,1,12,275
0.5,19,14,3,47,153
0.5,19,15,24,31,114
0.5,19,16,3,41,62
0.5,19,17,0,100,50
