ref,tar,E,Tp,rho,mae,rmse,p_min,p_sur
Tridentiger_trigonocephalus,Pseudoblennius_cottoidae,9,-1,0.040451798126105595,0.11648045093696974,0.18247198684903165,0.55,0.861
Tridentiger_trigonocephalus,Pseudoblennius_cottoidae,9,0,-0.04373891478174647,0.11852929313290483,0.1844835407978184,0.62,0.845
Tridentiger_trigonocephalus,Istigobius_hoshinonis,9,-3,0.013266821845679816,0.1407574448565165,0.18304184550327535,0.56,0.184
Tridentiger_trigonocephalus,Istigobius_hoshinonis,9,-2,0.022121518054667416,0.14036741021865579,0.18299384614012001,0.53,0.194
Tridentiger_trigonocephalus,Istigobius_hoshinonis,9,-1,-0.050694033749865634,0.14111730378544646,0.18265727324547634,0.67,0.405
Tridentiger_trigonocephalus,Istigobius_hoshinonis,9,0,-0.08641397990447837,0.140711017573582,0.17997479833771035,0.74,0.446
Tridentiger_trigonocephalus,Istigobius_campbelli,9,-3,0.0035714128590457112,0.17124572008241862,0.23609080807029875,0.79,0.668
Tridentiger_trigonocephalus,Istigobius_campbelli,9,-2,0.030328855415330848,0.17416158126894024,0.23613140231662427,0.78,0.696
Tridentiger_trigonocephalus,Istigobius_campbelli,9,-1,0.08846588749166562,0.17920199700679665,0.23455399231497287,0.74,0.626
Tridentiger_trigonocephalus,Istigobius_campbelli,9,0,0.12735959883869724,0.18202314957519222,0.23262495243467424,0.7,0.496
Tridentiger_trigonocephalus,Pagrus_major,9,-3,0.1264880376500562,0.0418157410568701,0.0970012813432071,0.33,0.723
Tridentiger_trigonocephalus,Pagrus_major,9,-2,0.08026801085649363,0.04512235641074739,0.09878813502915239,0.74,0.877
Tridentiger_trigonocephalus,Pagrus_major,9,-1,0.12545566088918692,0.04620580568075317,0.09844597939991899,0.69,0.865
Tridentiger_trigonocephalus,Pagrus_major,9,0,0.14223020340712095,0.05176445137319795,0.10032649812495607,0.81,0.912
Tridentiger_trigonocephalus,Petroscirtes_breviceps,9,-3,0.0986933920462594,0.07526336180177287,0.14615066051897177,0.71,0.655
Tridentiger_trigonocephalus,Petroscirtes_breviceps,9,-2,0.0872451155671129,0.07478036776864375,0.1459801320808401,0.71,0.722
Tridentiger_trigonocephalus,Petroscirtes_breviceps,9,-1,0.056364551376703625,0.08095074199141924,0.14836980461304214,0.79,0.909
Tridentiger_trigonocephalus,Petroscirtes_breviceps,9,0,0.1334003612749534,0.08802481988713934,0.14798888373303648,0.8,0.918
Tridentiger_trigonocephalus,Ditrema_temmincki,9,-3,0.3273753939911862,0.06855221651038582,0.1307102806118496,0,0.053
Tridentiger_trigonocephalus,Ditrema_temmincki,9,-2,0.1144518440000306,0.09113884152828303,0.15825540687093825,0.63,0.797
Tridentiger_trigonocephalus,Ditrema_temmincki,9,-1,0.06088955624924917,0.0966979560558493,0.1621913506988147,0.76,0.903
Tridentiger_trigonocephalus,Ditrema_temmincki,9,0,2.0445979314348257e-4,0.10736800809000732,0.16823154188806078,0.89,0.968
Tridentiger_trigonocephalus,Cryptocentrus_filifer,9,-3,0.06523362245371236,0.1131722202033957,0.14926056077067137,0.28,0.028
Tridentiger_trigonocephalus,Cryptocentrus_filifer,9,-2,-0.07333861075112144,0.11871668879138123,0.15399355501182946,0.64,0.245
Tridentiger_trigonocephalus,Cryptocentrus_filifer,9,-1,-0.0969103876974266,0.12059664767795597,0.15561598552142852,0.78,0.361
Tridentiger_trigonocephalus,Cryptocentrus_filifer,9,0,0.05046973770901682,0.11268524312379513,0.1500960243754647,0.46,0.06
Tridentiger_trigonocephalus,Hypodytes_rubripinnis,9,-3,0.10450471444302961,0.0830579919231161,0.14426490922742993,0.5,0.387
Tridentiger_trigonocephalus,Hypodytes_rubripinnis,9,-2,0.1522364183979816,0.07420287642557631,0.12473217945050749,0.27,0.187
Tridentiger_trigonocephalus,Hypodytes_rubripinnis,9,-1,0.05502509731840775,0.07837855612240965,0.12512161117224516,0.56,0.363
Tridentiger_trigonocephalus,Hypodytes_rubripinnis,9,0,0.022103077048562264,0.07910577718780908,0.1268487729006919,0.72,0.464
Tridentiger_trigonocephalus,Hexagrammos_agrammus,9,-3,-0.0505171412948567,0.11710320522609995,0.17947191314120522,0.73,0.579
Tridentiger_trigonocephalus,Hexagrammos_agrammus,9,-2,-0.07595154487663935,0.11709794677767982,0.18035534129211722,0.75,0.605
Tridentiger_trigonocephalus,Hexagrammos_agrammus,9,-1,-0.07485495851961775,0.11802921424112511,0.1775947254274328,0.68,0.533
Tridentiger_trigonocephalus,Hexagrammos_agrammus,9,0,-0.10316326755144069,0.12190517239178382,0.18016592847227997,0.75,0.635
Tridentiger_trigonocephalus,Stephanolepis_cirrhifer,9,-3,0.14542656004976176,0.042743786107094554,0.11256678676901469,0.33,0.252
Tridentiger_trigonocephalus,Stephanolepis_cirrhifer,9,-2,0.14092142843296887,0.04349604082069834,0.11340225773564608,0.52,0.327
Tridentiger_trigonocephalus,Stephanolepis_cirrhifer,9,-1,0.12981085040748985,0.04506392933918994,0.11402023257808147,0.52,0.405
Tridentiger_trigonocephalus,Stephanolepis_cirrhifer,9,0,0.13862218149679972,0.043782837542269824,0.11178955650694537,0.42,0.25
Acentrogobius_pflaumii,Tridentiger_trigonocephalus,7,-3,-0.016951603266888344,0.09555352327463142,0.15200833567325014,0.68,0.3
Acentrogobius_pflaumii,Tridentiger_trigonocephalus,7,-2,0.09528631053617082,0.09188123438667316,0.14755672312328239,0.47,0.162
Acentrogobius_pflaumii,Tridentiger_trigonocephalus,7,-1,0.0775017327968339,0.09265586295745769,0.1484659927872477,0.51,0.235
Acentrogobius_pflaumii,Tridentiger_trigonocephalus,7,0,0.05340461011049414,0.09566936323784218,0.1506916244940964,0.64,0.33
Acentrogobius_pflaumii,Sebastes_inermis,7,-3,0.08105679229205692,0.10622429578507475,0.17048540895731587,0.48,0.559
Acentrogobius_pflaumii,Sebastes_inermis,7,-2,0.15627207599907803,0.1063033950845447,0.16625498701630598,0.17,0.327
Acentrogobius_pflaumii,Sebastes_inermis,7,-1,0.06433266111167604,0.10144562348059116,0.15781949952447685,0.46,0.618
Acentrogobius_pflaumii,Sebastes_inermis,7,0,-0.03087771537391305,0.09775411998363497,0.15096828255337766,0.6,0.814
Acentrogobius_pflaumii,Pseudolabrus_sieboldi,7,-3,0.31198117307157214,0.14385496208899587,0.19020300977969323,0,0.985
Acentrogobius_pflaumii,Pseudolabrus_sieboldi,7,-2,0.26793869558486544,0.14567823876944241,0.19559403321418406,0.15,0.998
Acentrogobius_pflaumii,Pseudolabrus_sieboldi,7,-1,0.19400185792424882,0.15022071400976625,0.20232381875006042,0.5,1
Acentrogobius_pflaumii,Pseudolabrus_sieboldi,7,0,0.14096711465585313,0.15533362138339477,0.20454494011183025,0.58,1
Acentrogobius_pflaumii,Rudarius_ercodes,7,-3,0.15968779447208362,0.04521862583871051,0.10563462417173741,0.27,0.075
Acentrogobius_pflaumii,Rudarius_ercodes,7,-2,0.09952731033843396,0.04668833831166155,0.10826246214006638,0.6,0.309
Acentrogobius_pflaumii,Rudarius_ercodes,7,-1,0.06313985484094291,0.048305417615407076,0.11026739900887256,0.81,0.573
Acentrogobius_pflaumii,Rudarius_ercodes,7,0,-0.008463644178709468,0.0516423636362493,0.11197631450427059,0.88,0.76
Acentrogobius_pflaumii,Takifugu_poecilonotus,7,-3,-0.027355526780203372,0.17117037829045095,0.22420991536554574,0.7,0.233
Acentrogobius_pflaumii,Takifugu_poecilonotus,7,-2,0.004371307422854344,0.1671756221084567,0.21952609865558392,0.57,0.126
Acentrogobius_pflaumii,Takifugu_poecilonotus,7,-1,-0.06280394652919363,0.17140678135165702,0.22094422644089692,0.53,0.225
Acentrogobius_pflaumii,Takifugu_poecilonotus,7,0,-0.10144337749703054,0.16892705013684595,0.22143381022803624,0.65,0.239
Acentrogobius_pflaumii,Acanthopagrus_schlegelii,7,-3,0.21409287976636351,0.08316105159262832,0.126231898675809,0.03,0.397
Acentrogobius_pflaumii,Acanthopagrus_schlegelii,7,-2,0.17281970206224184,0.08331186851418185,0.12866925186258518,0.11,0.594
Acentrogobius_pflaumii,Acanthopagrus_schlegelii,7,-1,0.16345546170369035,0.08701644289477084,0.13507095560366644,0.18,0.664
Acentrogobius_pflaumii,Acanthopagrus_schlegelii,7,0,0.05872672604125896,0.08770921878457552,0.1394575900323241,0.39,0.8
Acentrogobius_pflaumii,Halichoeres_poecilopterus,7,-3,0.2131867422779424,0.12461445583348363,0.185302935787402,0.4,0.314
Acentrogobius_pflaumii,Halichoeres_poecilopterus,7,-2,0.2000671139052135,0.12237940399528364,0.1834134088674607,0.19,0.336
Acentrogobius_pflaumii,Halichoeres_poecilopterus,7,-1,0.1500006916744928,0.1289266523420151,0.18746748727999457,0.18,0.464
Acentrogobius_pflaumii,Halichoeres_poecilopterus,7,0,0.10569875543164295,0.1347558546438056,0.20097190015287106,0.34,0.664
Acentrogobius_pflaumii,Takifugu_niphobles,7,-3,0.14288686906854547,0.1267222428843547,0.17584838690822133,0.59,0.011
Acentrogobius_pflaumii,Takifugu_niphobles,7,-2,0.16436538645858806,0.1265112911096079,0.17546437910537635,0.51,0.013
Acentrogobius_pflaumii,Takifugu_niphobles,7,-1,0.19367130152978274,0.12271213290222045,0.17107663810261706,0.44,0.011
Acentrogobius_pflaumii,Takifugu_niphobles,7,0,0.27180563784594014,0.11637177221144791,0.16357701926827917,0.09,0.002
Acentrogobius_pflaumii,Halichoeres_tenuispinnis,7,-3,0.28215697139171714,0.10351163946441204,0.15331107221929643,0.03,0.311
Acentrogobius_pflaumii,Halichoeres_tenuispinnis,7,-2,0.2799551303672637,0.10465070364740678,0.1554472938333373,0.08,0.435
Acentrogobius_pflaumii,Halichoeres_tenuispinnis,7,-1,0.1844986067942502,0.10706045586954775,0.16331601195029613,0.46,0.83
Acentrogobius_pflaumii,Halichoeres_tenuispinnis,7,0,0.06820154857919324,0.1127261652599415,0.16980902844075166,0.69,0.973
Acentrogobius_pflaumii,Girella_punctata,7,-3,0.21316764782557301,0.04313029594888136,0.06365877599664305,0.23,0.717
Acentrogobius_pflaumii,Girella_punctata,7,-2,0.2378582169657364,0.04075947704248964,0.06373122738888674,0.13,0.794
Acentrogobius_pflaumii,Girella_punctata,7,-1,0.24771766969305672,0.04499804497724026,0.09223081481689556,0.02,0.565
Acentrogobius_pflaumii,Girella_punctata,7,0,0.21976934693140032,0.04692898092609371,0.09435404822782933,0.09,0.66
Acentrogobius_pflaumii,Trachurus_japonicus,7,-3,0.28714055506477826,0.14141951739857364,0.19248204377416359,0.02,0.846
Acentrogobius_pflaumii,Trachurus_japonicus,7,-2,0.27485252357518936,0.13916983222042897,0.19455502089885715,0.03,0.938
Acentrogobius_pflaumii,Trachurus_japonicus,7,-1,0.2458174320622935,0.14346062234674134,0.1975883476749854,0.1,0.981
Acentrogobius_pflaumii,Trachurus_japonicus,7,0,0.19814883445375767,0.14559041507426984,0.20038976370899955,0.28,0.994
Acentrogobius_pflaumii,Pterogobius_zonoleucus,7,-3,-0.06737295381055348,0.0365752121862654,0.09605990868818982,0.87,0.434
Acentrogobius_pflaumii,Pterogobius_zonoleucus,7,-2,-0.0756135743788113,0.03998943755052904,0.10182222498021028,0.84,0.646
Acentrogobius_pflaumii,Pterogobius_zonoleucus,7,-1,-0.020520345528104684,0.04124769150898848,0.10292918490231079,0.82,0.518
Acentrogobius_pflaumii,Pterogobius_zonoleucus,7,0,0.07935148389179554,0.04565659204620361,0.10499236145695252,0.86,0.744
Acentrogobius_pflaumii,Pseudoblennius_cottoidae,7,-3,0.04805877505099446,0.10483770101797076,0.18166280623965927,0.66,0.889
Acentrogobius_pflaumii,Pseudoblennius_cottoidae,7,-2,0.06540109956182893,0.1054736294648748,0.18078936856097946,0.5,0.883
Acentrogobius_pflaumii,Pseudoblennius_cottoidae,7,-1,0.12128930005313121,0.10397178157083885,0.17910825511745948,0.44,0.884
Acentrogobius_pflaumii,Pseudoblennius_cottoidae,7,0,0.15426131563581344,0.10495993055993773,0.17682281801507777,0.39,0.796
Acentrogobius_pflaumii,Istigobius_hoshinonis,7,-3,0.28178175518827014,0.1372909164152889,0.17861339307557467,0.04,0
Acentrogobius_pflaumii,Istigobius_hoshinonis,7,-2,0.2209819500419916,0.13929930470146204,0.18261990107633716,0.18,0
Acentrogobius_pflaumii,Istigobius_hoshinonis,7,-1,0.19756357854252085,0.13157768115906832,0.17486216981219396,0.3,0.002
Acentrogobius_pflaumii,Istigobius_hoshinonis,7,0,0.22939072639130564,0.13127668767155845,0.1709679706288197,0.06,0
Acentrogobius_pflaumii,Istigobius_campbelli,7,-3,0.1256692520201126,0.15111701878902883,0.22855576470920688,0.7,0.193
Acentrogobius_pflaumii,Istigobius_campbelli,7,-2,-0.0056048016330826475,0.15633470472849312,0.2303590778738428,0.76,0.232
Acentrogobius_pflaumii,Istigobius_campbelli,7,-1,-0.10815609552115515,0.16005013498023704,0.2325878395011552,0.72,0.35
Acentrogobius_pflaumii,Istigobius_campbelli,7,0,-0.07902892154887044,0.16095360722635352,0.23197155302238445,0.7,0.384
Acentrogobius_pflaumii,Pagrus_major,7,-3,0.11123330988247195,0.04168536650536306,0.0977829372346186,0.58,0.752
Acentrogobius_pflaumii,Pagrus_major,7,-2,0.14757961654644686,0.039338367608424026,0.09597602706414951,0.24,0.674
Acentrogobius_pflaumii,Pagrus_major,7,-1,0.13343738848552855,0.039620695537526646,0.09577686333911878,0.27,0.672
Acentrogobius_pflaumii,Pagrus_major,7,0,0.051723035544887996,0.04229685519262682,0.0987897598478798,0.65,0.866
Acentrogobius_pflaumii,Petroscirtes_breviceps,7,-3,0.0032668420195432696,0.07816029327170687,0.14949671586108135,0.83,0.379
Acentrogobius_pflaumii,Petroscirtes_breviceps,7,-2,0.09697405719771678,0.07591161685858207,0.1449271266741736,0.66,0.399
Acentrogobius_pflaumii,Petroscirtes_breviceps,7,-1,0.02341004726930006,0.074404353553932,0.14571178264085852,0.67,0.618
Acentrogobius_pflaumii,Petroscirtes_breviceps,7,0,-0.022540931691989927,0.07597121328427232,0.14835601324026365,0.84,0.861
Acentrogobius_pflaumii,Ditrema_temmincki,7,-3,0.05323676640737104,0.07703358881730568,0.14305021410731056,0.67,0.775
Acentrogobius_pflaumii,Ditrema_temmincki,7,-2,0.019900129721743414,0.08972091295460431,0.162381700881396,0.7,0.927
Acentrogobius_pflaumii,Ditrema_temmincki,7,-1,0.08268254295279709,0.09039789455117207,0.15986824350772713,0.63,0.904
Acentrogobius_pflaumii,Ditrema_temmincki,7,0,0.05785310856430971,0.09291153241274072,0.16243033790354772,0.77,0.961
Acentrogobius_pflaumii,Cryptocentrus_filifer,7,-3,0.0873256756257356,0.12343509999284093,0.15440044052814986,0.4,0.022
Acentrogobius_pflaumii,Cryptocentrus_filifer,7,-2,0.07372167471147961,0.11957612676312536,0.1501097664497743,0.4,0.014
Acentrogobius_pflaumii,Cryptocentrus_filifer,7,-1,0.03310772793351794,0.12137418276981037,0.15114131740188438,0.48,0.037
Acentrogobius_pflaumii,Cryptocentrus_filifer,7,0,0.05222194771538745,0.11733077880583867,0.14965685856688057,0.44,0.033
Acentrogobius_pflaumii,Hypodytes_rubripinnis,7,-3,0.4986531956742666,0.07019497341191656,0.12316540300533238,0,0
Acentrogobius_pflaumii,Hypodytes_rubripinnis,7,-2,0.49532089478995583,0.06925719776079324,0.12235520766792794,0,0.005
Acentrogobius_pflaumii,Hypodytes_rubripinnis,7,-1,0.5309758024639893,0.06855048050079166,0.11950782152120977,0,0.005
Acentrogobius_pflaumii,Hypodytes_rubripinnis,7,0,0.35218702547183073,0.0688830254963317,0.11617291412198377,0.08,0.018
Acentrogobius_pflaumii,Hexagrammos_agrammus,7,-3,0.23037782987153735,0.11003114201046521,0.1773796834900576,0.06,0.015
Acentrogobius_pflaumii,Hexagrammos_agrammus,7,-2,0.2654083440385547,0.10868992198760381,0.1641068113279385,0.04,0.009
Acentrogobius_pflaumii,Hexagrammos_agrammus,7,-1,0.23935942553890663,0.11021441072268025,0.16510641305161908,0.12,0.018
Acentrogobius_pflaumii,Hexagrammos_agrammus,7,0,0.21599354096929096,0.11671854639862744,0.16898070602504411,0.3,0.061
Acentrogobius_pflaumii,Stephanolepis_cirrhifer,7,-3,-0.0033313797222367684,0.04560610842399103,0.11627266779695856,0.83,0.361
Acentrogobius_pflaumii,Stephanolepis_cirrhifer,7,-2,-0.049865215443851585,0.04470924995660255,0.11706945262390879,0.86,0.579
Acentrogobius_pflaumii,Stephanolepis_cirrhifer,7,-1,-0.026696887796981844,0.04255663896822584,0.11595133600340943,0.89,0.605
Acentrogobius_pflaumii,Stephanolepis_cirrhifer,7,0,-0.020554653621925427,0.043377868526053846,0.1156017438364369,0.91,0.624
Sebastes_inermis,Tridentiger_trigonocephalus,6,-3,0.2542234961479848,0.09226608934544471,0.14348298002519033,0.1,0.031
Sebastes_inermis,Tridentiger_trigonocephalus,6,-2,0.2644356260569031,0.09622980895939999,0.1414123591526334,0,0.022
Sebastes_inermis,Tridentiger_trigonocephalus,6,-1,0.1708482112525069,0.09450212517001268,0.1470346549010664,0.29,0.06
Sebastes_inermis,Tridentiger_trigonocephalus,6,0,-0.013661299710069068,0.10079078842297592,0.15603207826920046,0.75,0.357
Sebastes_inermis,Acentrogobius_pflaumii,6,-3,0.12342323636134085,0.13252899626155168,0.18552369157408197,0.34,0.123
Sebastes_inermis,Acentrogobius_pflaumii,6,-2,0.08531775101708143,0.1358238030356783,0.18797521031809572,0.51,0.229
Sebastes_inermis,Acentrogobius_pflaumii,6,-1,0.2141126996062938,0.1300997416973517,0.17939698336836174,0.13,0.054
Sebastes_inermis,Acentrogobius_pflaumii,6,0,0.27928168353742483,0.12365712622238606,0.168519914754098,0.11,0.041
Sebastes_inermis,Pseudolabrus_sieboldi,6,-3,0.3883743911489677,0.1336897068167714,0.18369652292403735,0,0.943
Sebastes_inermis,Pseudolabrus_sieboldi,6,-2,0.3997907585333531,0.13369093899503226,0.18297552029782024,0,0.926
Sebastes_inermis,Pseudolabrus_sieboldi,6,-1,0.4304828672341681,0.12918570283852746,0.18079905104568011,0,0.909
Sebastes_inermis,Pseudolabrus_sieboldi,6,0,0.4404580495335017,0.12791151617682983,0.18064272829924166,0.01,0.943
Sebastes_inermis,Rudarius_ercodes,6,-3,0.015649913537807092,0.052405970021326506,0.11385325440661709,0.9,0.542
Sebastes_inermis,Rudarius_ercodes,6,-2,0.3074596013741091,0.05054339156654433,0.10172733914668947,0,0.066
Sebastes_inermis,Rudarius_ercodes,6,-1,0.19358477041432323,0.05329234570322904,0.11009389937321785,0.78,0.295
Sebastes_inermis,Rudarius_ercodes,6,0,0.2377165086326813,0.05362982181170031,0.11040761200891035,0.85,0.442
Sebastes_inermis,Takifugu_poecilonotus,6,-3,0.03500630216577495,0.16649614367124982,0.22163863951575394,0.44,0.085
Sebastes_inermis,Takifugu_poecilonotus,6,-2,0.08982013466547599,0.16690748445798928,0.21857516111211842,0.48,0.074
Sebastes_inermis,Takifugu_poecilonotus,6,-1,-0.015700241421015525,0.17506659550683662,0.22559734590815786,0.62,0.19
Sebastes_inermis,Takifugu_poecilonotus,6,0,0.06220325176128717,0.1748261748772555,0.21956657097329055,0.55,0.076
Sebastes_inermis,Acanthopagrus_schlegelii,6,-3,0.24133997617676636,0.08151225397916992,0.1289210233304863,0.18,0.361
Sebastes_inermis,Acanthopagrus_schlegelii,6,-2,0.22731124087061347,0.08414480642771974,0.12953627283228286,0.22,0.345
Sebastes_inermis,Acanthopagrus_schlegelii,6,-1,0.14836162348176657,0.08916924406441444,0.13734913028843254,0.21,0.541
Sebastes_inermis,Acanthopagrus_schlegelii,6,0,0.15290603341619358,0.08777460388278459,0.1396873326611292,0.42,0.695
Sebastes_inermis,Halichoeres_poecilopterus,6,-3,0.48408743930241904,0.10248932688256691,0.15882261891174446,0,0.004
Sebastes_inermis,Halichoeres_poecilopterus,6,-2,0.4718291695862391,0.10434273489810195,0.16161535234758737,0,0.016
Sebastes_inermis,Halichoeres_poecilopterus,6,-1,0.45657958307350677,0.10275609535621248,0.1665838120932655,0,0.03
Sebastes_inermis,Halichoeres_poecilopterus,6,0,0.38665222810004585,0.11089916927457437,0.18316887005242125,0.04,0.106
Sebastes_inermis,Takifugu_niphobles,6,-3,-0.02935780144412962,0.1339876270443796,0.18559450519245707,0.5,0.08
Sebastes_inermis,Takifugu_niphobles,6,-2,0.11033050163418176,0.12524715592302912,0.1778242674798856,0.3,0.019
Sebastes_inermis,Takifugu_niphobles,6,-1,0.14583076842410864,0.12454613636592499,0.17646756917476766,0.2,0.021
Sebastes_inermis,Takifugu_niphobles,6,0,0.21910230698441174,0.12543895447789255,0.17279925196463228,0.26,0.02
Sebastes_inermis,Halichoeres_tenuispinnis,6,-3,0.33961173055564947,0.08956390853016326,0.15186113423671338,0.24,0.24
Sebastes_inermis,Halichoeres_tenuispinnis,6,-2,0.3423086840099245,0.08736334197699619,0.15113521938357108,0.12,0.248
