b12,p_noise,o_noise,indirect,direct
0.430191926941026,0.001,0.001,0.220756395665022,0.128945944297021
-0.122378536917202,0.001,0.001,0.224416138038316,0.148568498059454
0.174913252726996,0.001,0.001,0.210821155978933,0.141791638893192
0.0374356561180714,0.001,0.001,0.183455389471947,0.0770341232533043
-0.0656876181813465,0.001,0.001,0.188442284179953,0.132769561914857
-0.0688161777845752,0.001,0.001,0.220422488258756,0.138573110734084
-0.0426345317133747,0.001,0.001,0.219928207213796,0.127323161065646
-0.187620022633603,0.001,0.001,0.221621555259052,0.109834709873817
-0.429182148650744,0.001,0.001,0.250360466121629,0.0542319239834388
0.179201135122009,0.001,0.001,0.163366423541469,0.0721079681095654
-0.475101056236522,0.001,0.001,0.285642176232083,0.0898438300535057
0.0936689213035436,0.001,0.001,0.168495373119492,0.0740066942119505
-0.223521029517859,0.001,0.001,0.233536016088656,0.102892944152457
0.359902790852958,0.001,0.001,0.173348514367609,0.114586740413734
-0.0956482389465957,0.001,0.001,0.214059635623876,0.103128948755817
-0.516043053270197,0.001,0.001,0.319913395433311,0.138058946120713
-0.0197691858479302,0.001,0.001,0.290443956628851,0.268236944663521
0.169980823111471,0.001,0.001,0.220217136820138,0.128226498514456
0.249249750213217,0.001,0.001,0.2103916830612,0.167361433246661
-0.302233518346072,0.001,0.001,0.257211087670661,0.188565887603171
-0.101808162125304,0.001,0.001,0.2055919830387,0.131833432458181
-0.0918609418480869,0.001,0.001,0.183966968956107,0.0727216921384666
-0.115957927221706,0.001,0.001,0.20367753592438,0.0742455832346172
0.11158273317636801,0.001,0.001,0.180767100565384,0.122833012535573
0.12405294027765,0.001,0.001,0.196683003438629,0.1407418273908
0.334040740727635,0.001,0.001,0.177721091948227,0.145074330958138
-0.119452484404025,0.001,0.001,0.219358182505969,0.129743153503904
-0.0462160528814118,0.001,0.001,0.198401521094653,0.098716351347708
0.247047298997034,0.001,0.001,0.157654236574322,0.0877111631596454
0.120903222607104,0.001,0.001,0.154698934728945,0.0558994519962602
-0.17336884453974,0.001,0.001,0.211989856344638,0.0928001571125594
0.166729561076452,0.001,0.001,0.176185590738577,0.13922931319063
0.316177739831355,0.001,0.001,0.173610735609252,0.139462504555871
-0.146046833647218,0.001,0.001,0.240114900084934,0.160222228349259
-0.0573262900743827,0.001,0.001,0.184698672639612,0.0877361363975699
-0.0161560043996018,0.001,0.001,0.226872708268769,0.163294191154838
-0.147678470447995,0.001,0.001,0.237302048114717,0.117548427159145
-0.0142256273201392,0.001,0.001,0.180547537357497,0.100457780117943
-3.14493698110668e-4,0.001,0.001,0.206709212847838,0.118745321569927
-0.558542023573259,0.001,0.001,0.26167363784044,0.0713119383891302
-0.0381324300417814,0.001,0.001,0.204842062481179,0.116419236232058
-0.23271616689549,0.001,0.001,0.237591758295388,0.128277090171945
-0.111601395444135,0.001,0.001,0.190919059272941,0.0817756962177244
0.218370202597634,0.001,0.001,0.189090836393101,0.127287129742172
0.163202500921382,0.001,0.001,0.168768789565734,0.073883068995569
0.133257021385194,0.001,0.001,0.16816578074176,0.120136862841203
-0.0497240334264891,0.001,0.001,0.187820817626505,0.120270934089623
0.145307142548517,0.001,0.001,0.150299870951404,0.0824600557832945
-0.0224428500554374,0.001,0.001,0.20309471553804,0.0998439480055427
0.025082277716129,0.001,0.001,0.208516018656715,0.148750205922682
-0.118397976261866,0.001,0.001,0.223050533679696,0.0973530470612273
-0.00802587108660555,0.001,0.001,0.251000937275184,0.184894135091477
-0.218633499368469,0.001,0.001,0.247890670507605,0.180580177081092
-0.296922712601676,0.001,0.001,0.216453840586513,0.0849046263065654
0.0679910488322474,0.001,0.001,0.185872092742517,0.133365244378809
0.305140929888367,0.001,0.001,0.147088753111503,0.105266015305343
0.067908355151114,0.001,0.001,0.178511408513282,0.121354052412415
-0.127338799700159,0.001,0.001,0.234662483240805,0.148597908248487
-0.260145366550135,0.001,0.006,0.213552097337254,0.0912788279195083
-0.453887208369259,0.001,0.006,0.255855080477689,0.0789652692091071
-0.0295551176799964,0.001,0.006,0.188682606594046,0.165450378827683
0.138268763548595,0.001,0.006,0.172464014900435,0.0958438187267288
0.0292279416992322,0.001,0.006,0.170223248172716,0.061341824670326
0.00527943080277704,0.001,0.006,0.195162865644792,0.103514340165741
-0.0490033686413024,0.001,0.006,0.217396388355151,0.167773796530564
-0.182051760380963,0.001,0.006,0.226615129539147,0.0960669164493424
0.447167032560761,0.001,0.006,0.151162404474421,0.106667367068004
-0.211619501711497,0.001,0.006,0.244179732816999,0.178218446381852
0.019046615575956,0.001,0.006,0.18808821855216,0.109772827707084
0.0486903758018121,0.001,0.006,0.194898427963254,0.116549112453996
0.120184012393397,0.001,0.006,0.179636091652957,0.104749758666448
0.0426046433447428,0.001,0.006,0.203402306353698,0.127544110109392
0.00347004793686085,0.001,0.006,0.130214726957503,0.27867525013439
0.130278752051484,0.001,0.006,NA,NA
0.248333556970271,0.001,0.006,0.171002147847349,0.118201321067104
-0.507226008054513,0.001,0.006,0.27609538349552,0.0913786587721432
0.14830094658174,0.001,0.006,0.218512696168616,0.225061757635033
0.248145060909321,0.001,0.006,0.172011048452473,0.112181258070485
0.351800991676868,0.001,0.006,0.116467855049619,0.579856038566441
-0.2182308584146,0.001,0.006,0.227820896727714,0.0830317814632348
0.0415149498874889,0.001,0.006,0.173289875855807,0.0885401466587443
0.0133936708153478,0.001,0.006,0.196298665692442,0.171082326807952
-0.426482083977752,0.001,0.006,0.259806624575553,0.108817819301893
0.0125079027559392,0.001,0.006,0.189151491072142,0.107706753463726
-0.104071343178924,0.001,0.006,0.30198728547371,0.318898993577695
0.269547727022002,0.001,0.006,0.179264838514021,0.135377372196144
-0.249759403006117,0.001,0.006,0.244309980547243,0.163853969738554
-0.0627749286560464,0.001,0.006,0.24517199584822,0.15813574130308
0.386613488000502,0.001,0.006,0.158504624427719,0.098825845294489
-0.347325121082938,0.001,0.006,0.22026673327371,0.0848472652010761
-0.00677039586988388,0.001,0.006,0.187118204438237,0.0778986055382368
0.323140557382372,0.001,0.006,0.1491248690867,0.118857179343558
0.340705508476978,0.001,0.006,0.141710509330723,0.0955563063209921
0.0514993225874835,0.001,0.006,0.202353304586361,0.147483180931226
0.116945403111195,0.001,0.006,0.15376638826341,0.0746384194236974
0.314155209956915,0.001,0.006,0.17182777294207,0.144012162680266
-0.171328269481862,0.001,0.006,0.212015953584513,0.121736966115804
0.226018341909277,0.001,0.006,0.189158396522686,0.169651032840356
-0.0225959954772714,0.001,0.006,0.202292951214032,0.11807563080598
-0.0435077384608818,0.001,0.006,0.191391265797237,0.146508132322775
0.0399075836729082,0.001,0.006,0.180043101288035,0.154890514890691
-0.00399693700482262,0.001,0.006,0.209599533403981,0.12114609835733
-0.142901245142438,0.001,0.006,0.216818067014238,0.147820224577489
0.276540227609817,0.001,0.006,0.173923463869881,0.155481056634528
-0.442254098428763,0.001,0.006,0.271523768907908,0.123750249738878
-0.100683956369368,0.001,0.006,0.210323787726547,0.12076530665637
0.0274222483626504,0.001,0.006,0.168557628907075,0.0759790418357347
-0.0450317347614656,0.001,0.006,0.253996991440504,0.179472916143636
0.0740647406667427,0.001,0.006,0.205951156838716,0.116645704230476
0.178479887658415,0.001,0.006,0.169883878921332,0.205783183581552
-0.201750567043621,0.001,0.006,0.205777723731404,0.0936330702981436
0.15086786977931,0.001,0.006,0.215056973284647,0.160025985484655
-0.07714290450559,0.001,0.006,0.212387327196655,0.159380681477035
0.235226019295143,0.001,0.006,0.148400727863962,0.172115947069387
0.434086538104479,0.001,0.006,0.163541873501521,0.0994407743400134
0.0402868149558782,0.001,0.006,0.210920748216319,0.125599517738186
0.412340073191547,0.001,0.006,0.151838775709569,0.0845596109819316
0.0175513217029263,0.001,0.006,0.185726174181489,0.110445406805561
0.203500070586236,0.001,0.006,NA,NA
0.322327973847692,0.001,0.006,0.211961005161073,0.169849740465346
0.00919869120818865,0.001,0.006,0.180108302165063,0.0790335960379489
0.343106346804067,0.001,0.006,0.174413650404864,0.115168526635135
0.112424303124295,0.001,0.006,0.189731330488693,0.121262237375204
-0.169997806362458,0.001,0.006,0.198450136532404,0.112579085396691
-0.143651257839809,0.001,0.006,NA,NA
-0.0772649867927292,0.001,0.006,0.215874714345309,0.13514451456938
-0.45906346731393,0.001,0.006,0.26298228395465,0.113473337810828
-0.0173010931143007,0.001,0.006,0.177971270802894,0.0803504438869654
0.300883141540422,0.001,0.006,0.212716228627413,0.208770356408622
0.352141368246379,0.001,0.006,0.209747033336703,0.148163690895277
0.0954894014173246,0.001,0.006,0.168504090524456,0.0851691950297982
0.192913831828043,0.001,0.006,0.173560856218808,0.110932746158036
-0.167633136661467,0.001,0.006,0.21113985160979,0.126932414867423
0.073886684708683,0.001,0.006,0.207443139065163,0.132156642019856
-9.45830726653779e-4,0.001,0.006,0.174753437304806,0.0891387320835217
0.157063401293621,0.001,0.006,0.189705479615636,0.129257928210488
0.312679541829952,0.001,0.006,0.0827642258874385,0.226001265063028
0.0846230583171092,0.001,0.006,0.179836021200717,0.0713979582213335
-0.0448573443680191,0.001,0.006,0.20482789758883,0.112384420852764
0.206954992786995,0.001,0.006,0.173091929955989,0.159816061855413
0.130766145091514,0.001,0.006,0.182469852515039,0.107465495815959
0.0771444344920149,0.001,0.006,0.166287851853664,0.0781470319282265
0.0301148887117602,0.001,0.006,0.175997405668256,0.0858564527754346
0.144073049337772,0.001,0.006,0.152680917316788,0.0703453219191501
0.142997127273787,0.001,0.006,0.168287552797414,0.125431667669952
-0.0640730859222013,0.001,0.006,0.198861071751712,0.129502199276846
0.141732474520703,0.001,0.006,0.177690510796051,0.126336355223069
-0.0106247832137837,0.001,0.006,0.195869139396435,0.0863045586812569
0.0836116661615485,0.001,0.006,0.191717296523738,0.10750572268927
-0.0879346397726397,0.001,0.006,0.191104933606781,0.0888188265016437
0.130543271898916,0.001,0.006,0.169424011200755,0.0952572122570139
0.19468089040983,0.001,0.006,0.202155497197642,0.134822011728475
-0.124140548452984,0.001,0.006,NA,NA
-0.0287121343333857,0.001,0.006,0.194729866616313,0.0834190410400761
-0.106396118362639,0.001,0.006,0.187194863533344,0.0839778912280547
0.446351963984421,0.001,0.006,0.167258923144199,0.160093053118143
0.0280099124498177,0.001,0.006,0.19330148617618,0.0886432087619644
0.217560236957434,0.001,0.006,0.1686347562013,0.108850217244803
-0.12531271363713,0.001,0.011,0.22088738683582201,0.125727966165941
-0.0496092977592888,0.001,0.011,0.209997014344889,0.173172570891753
-0.0417128700130114,0.001,0.011,0.215916412080365,0.180516177669935
-0.230239831301974,0.001,0.011,0.225641463899251,0.101297873646098
-0.0673298062587747,0.001,0.011,0.230250924217752,0.246820898292852
-0.264326147092118,0.001,0.011,NA,NA
0.0463484054385099,0.001,0.011,0.237285254260178,0.136448465577872
-0.110880937487165,0.001,0.011,0.188780720753832,0.0863818313949154
0.310811269963386,0.001,0.011,0.180522915007463,0.133780830247239
-0.115705964048189,0.001,0.011,0.28778852620737,0.214575561190509
0.0384113958597677,0.001,0.011,0.180103912320842,0.109490894738817
0.0498501238286881,0.001,0.011,0.19927724911811,0.121203125508804
0.107503067047582,0.001,0.011,0.207349485809428,0.126290507267241
-9.16503044706955e-4,0.001,0.011,0.206034432006556,0.124808619810004
0.0258107422151889,0.001,0.011,0.18017605839355,0.0898525719306533
0.0661031665039357,0.001,0.011,0.191995640414196,0.104463919770581
-0.108471580211946,0.001,0.011,0.211939749667591,0.11857747414655
0.235919002619108,0.001,0.011,0.190642634228014,0.128993349427906
-0.063703227638076,0.001,0.011,0.24684804456825,0.214277889016041
-0.0157931500248666,0.001,0.011,0.350046533010749,0.392706743240267
0.12167092454057,0.001,0.011,0.182081100154292,0.0968819186278963
0.148337462224125,0.001,0.011,0.17125986236158,0.0905278600382728
-0.240721310023909,0.001,0.011,0.274970072349008,0.122584980959695
-0.119110135028921,0.001,0.011,0.21241447637183,0.0928558869688614
-0.29573504944418,0.001,0.011,0.227079732914305,0.187428937468402
0.366352667541464,0.001,0.011,0.17624094276628,0.118894392545191
0.279219985225318,0.001,0.011,0.176889825232768,0.12442272045509
0.0526963813834114,0.001,0.011,0.204753362053318,0.161829771144582
0.065820476321562807,0.001,0.011,0.20023347788258,0.133513027847564
-0.0543125654756488,0.001,0.011,0.212865015025266,0.134537725466397
0.263051871095342,0.001,0.011,0.161073068060501,0.126189695170052
0.242952398175136,0.001,0.011,0.212683193866526,0.203593547317614
-0.178834593003893,0.001,0.011,0.246578006675014,0.125534160874729
0.141452061932056,0.001,0.011,0.172782045194641,0.150059615930718
0.0638305033810037,0.001,0.011,0.220549921573525,0.204387375227625
-0.20180445910387,0.001,0.011,0.208960420333049,0.0801807075730662
0.230296690089591,0.001,0.011,0.225902539151123,0.143355650357447
-0.141346222212427,0.001,0.011,0.204909287725108,0.097417812445309
-0.209219810352141,0.001,0.011,0.217779507821415,0.0942699167708469
-0.259365023974795,0.001,0.011,0.239350300717233,0.133013264876497
-0.199207650518017,0.001,0.011,0.215896219107867,0.119863208368427
-0.00579381642195517,0.001,0.011,0.275922693227483,0.14337342010356
0.269650677144672,0.001,0.011,0.16985792876112,0.128896509026195
0.036494639752906,0.001,0.011,0.293138917693016,0.169576374944992
-0.0468814944806335,0.001,0.011,0.187806797772624,0.0961406413102671
0.0576233099971788,0.001,0.011,0.18005122502579,0.104491343551078
-0.00108535517324733,0.001,0.011,0.179951344856412,0.0872743791100298
0.061138732010812,0.001,0.011,0.172751556702972,0.230222889664634
-0.0523697719041931,0.001,0.011,0.201667892600109,0.122588483123733
-0.0774004154848756,0.001,0.011,0.17279373723014,0.0990602673502692
-0.146182442035194,0.001,0.011,0.204297792350651,0.0986041815509843
0.27863964202066,0.001,0.011,0.224095162195446,0.175779453356377
0.093605491493098,0.001,0.011,0.223140786515688,0.109758678661168
0.113322889700357,0.001,0.011,0.16818554229328,0.104708148708816
-2.98500628515072e-4,0.001,0.011,0.216244250183423,0.128576715905391
-0.202685566458662,0.001,0.011,0.249301579423506,0.108875472025283
-0.154731293591246,0.001,0.011,0.260117857587465,0.181398807663738
0.412614025878603,0.001,0.011,0.153790515691284,0.114561944665822
-0.190940883780739,0.001,0.011,0.225325638333619,0.130718109568191
-0.050333468618759,0.001,0.011,0.240904617303786,0.362200997863237
0.396529281478508,0.001,0.011,0.154186797212898,0.0926131837946721
-0.139738260667498,0.001,0.011,0.227143658042321,0.120170097300587
-0.055434934597445,0.001,0.011,0.211043713584419,0.0950549110964794
-0.272066196378934,0.001,0.011,0.2232005084053,0.0991591616233393
-0.116818675020809,0.001,0.011,0.189442419010946,0.136202981712556
-0.13970593983563,0.001,0.011,0.219777648434428,0.109211091403533
0.184701154973562,0.001,0.011,0.178255767955303,0.0816410619844714
-0.114350317563723,0.001,0.011,0.233705027058085,0.15615180104603
-0.0775291756190311,0.001,0.011,0.178344438725631,0.0840055813317396
-0.026095869777205,0.001,0.011,0.180513048437453,0.102048178599878
-0.00320785891226704,0.001,0.011,0.205748841676909,0.169839854152909
0.157985543476454,0.001,0.011,0.155766659400604,0.119997419152998
0.355479228258005,0.001,0.011,0.176199316160765,0.13339326586517
-0.339073207471608,0.001,0.011,0.254021204932568,0.153807789774009
0.0524363257198142,0.001,0.011,0.211503540261692,0.180358916104672
-0.296707034488604,0.001,0.011,0.239240458284011,0.12132748683753
0.208792827868378,0.001,0.011,0.239390591621387,0.153062651594628
-0.178158574479284,0.001,0.011,0.230253423336374,0.116772806846398
-0.0978536380242541,0.001,0.011,0.22985084236033,0.117827034295223
0.187099249298578,0.001,0.011,0.196434790349612,0.16349132521386
0.0754970914521113,0.001,0.011,0.219724937204431,0.152394283180135
-0.214759948727536,0.001,0.011,0.242361477121111,0.119164354264824
0.128524109901111,0.001,0.011,0.205147066704688,0.0976494139653674
0.00838349060992982,0.001,0.011,0.193866857570972,0.132305390677548
-0.317134708115564,0.001,0.011,0.298209991109222,0.182735957907056
0.274908850015491,0.001,0.011,0.152131139154718,0.0901556933573072
-0.146094201008094,0.001,0.011,0.226776983074173,0.17729924847501
0.0929004526854029,0.001,0.011,0.200198547244776,0.125193688850758
0.244532964093493,0.001,0.011,0.170058142952268,0.162002497907224
-0.19841740731288,0.001,0.011,0.221900356863231,0.126721454373724
-0.283232280180025,0.001,0.011,0.228610912398336,0.109041234895692
0.0951559855076113,0.001,0.011,0.201243979957972,0.142581670744813
-0.0742819248409461,0.001,0.011,0.214257411662705,0.107974104239605
0.380229635567056,0.001,0.011,0.322445309128742,0.17892206533169
0.0643260743142281,0.001,0.011,0.179849229209935,0.132717228592557
0.274753249162039,0.001,0.011,0.180036338534142,0.123553405005039
0.207570620298535,0.001,0.011,0.181136089960307,0.132471223842886
-0.0294383774393412,0.001,0.011,0.202550904863754,0.111889560232242
-0.563151369218914,0.001,0.011,0.318114026782201,0.232170718625006
-0.19875991832685,0.001,0.011,NA,NA
0.127241338996228,0.001,0.016,0.192951485033014,0.120920550458649
0.206287691257798,0.001,0.016,0.190720454436366,0.2324963432007
-0.143499703305107,0.001,0.016,0.236091070466571,0.117828121804683
0.430667779623679,0.001,0.016,0.149221484113862,0.216063290617052
0.021531938004583,0.001,0.016,0.177981468291507,0.0949280267699642
-0.304540605096251,0.001,0.016,0.276977595831222,0.133516277888396
-0.10399435896504,0.001,0.016,0.21383481162994,0.145839439372725
0.0348746547465116,0.001,0.016,0.186158165819796,0.131219138223837
0.113390243508321,0.001,0.016,0.177844990760858,0.118078226805343
-0.177427076042121,0.001,0.016,0.198664721006829,0.156264366885594
0.0280106263310162,0.001,0.016,0.181412879982025,0.130645888192631
-0.167898090570033,0.001,0.016,0.219820071012376,0.153084571582349
-0.447631918032933,0.001,0.016,0.297888978967221,0.118641588564726
0.150370174541583,0.001,0.016,0.178133352729821,0.162212277012751
-0.0560459589757745,0.001,0.016,NA,NA
-0.03647218596503,0.001,0.016,0.216375111637277,0.159871901265189
0.0556705829997999,0.001,0.016,0.212058439937055,0.187098851825022
0.364992345642447,0.001,0.016,0.100318062348992,0.290521066081251
-0.5415981708404,0.001,0.016,0.311715923221287,0.142884275589011
0.0481171427014124,0.001,0.016,0.204992305561664,0.179298286998676
0.123958983154984,0.001,0.016,0.222210907660457,0.174625213462514
-0.276982320947138,0.001,0.016,0.220467226904836,0.143776615105209
-0.00187967538224697,0.001,0.016,0.213552803026566,0.101989773735248
0.0730589809097637,0.001,0.016,0.187471334767828,0.171879287329295
-0.278150981465405,0.001,0.016,0.215547900691994,0.0832656736846782
-0.074342370356021,0.001,0.016,0.223215231717364,0.118600415171302
0.195166239797878,0.001,0.016,0.210118352984004,0.186996092687764
0.0594429526202475,0.001,0.016,0.188989213989091,0.101600029126133
0.0616414740752077,0.001,0.016,0.168341267760682,0.149601371595789
0.10173453283441,0.001,0.016,0.198294351161955,0.132995314529124
0.281318986281993,0.001,0.016,0.148171045711026,0.194542946272765
-0.351933205119637,0.001,0.016,0.252155210950581,0.110712900012031
-0.342095869748621,0.001,0.016,0.238960848125603,0.13199612461058
-0.378390323537042,0.001,0.016,0.238481188985994,0.0939499233016017
-0.0185533859222917,0.001,0.016,0.193705594995978,0.129895468691822
-0.0350117592510054,0.001,0.016,0.214520488516964,0.113538514601185
0.0815661879315323,0.001,0.016,0.180702496733007,0.115061200314536
-0.0363706208266737,0.001,0.016,0.229759562945237,0.116200212897985
-0.113434088315136,0.001,0.016,0.201943266310284,0.122327992361895
0.0593654625708577,0.001,0.016,0.16779748216583,0.116671075422965
-0.169795618860877,0.001,0.016,0.238560519908037,0.193155560274127
-0.12384837084566,0.001,0.016,0.219679440167411,0.13705019949742
0.207373139102201,0.001,0.016,0.225550462088598,0.206854066225543
-0.0496053305190936,0.001,0.016,0.197833325425324,0.114747923332656
0.284821252548135,0.001,0.016,0.176656938759809,0.0967626236331596
0.273010104901547,0.001,0.016,0.160429663677204,0.147155008487008
0.246975827143927,0.001,0.016,0.162468269644194,0.0932334433200823
0.113133819133826,0.001,0.016,0.183914443264775,0.114581193905404
-0.231114734762101,0.001,0.016,0.287853878370087,0.203878924946097
-0.213129508326467,0.001,0.016,0.253652488465927,0.138770391665528
0.0087488847495997,0.001,0.016,0.203118729129929,0.111912592682505
-0.220344960379333,0.001,0.016,0.236257836407465,0.15845874356371
0.0988217392514156,0.001,0.016,0.175572338511271,0.205448398637039
0.0767857111125456,0.001,0.016,0.204945442792524,0.206889856088843
-0.044417514261214,0.001,0.016,0.17772149148902,0.0761857498501057
0.0311365951421446,0.001,0.016,0.196790449286593,0.111339330116804
-0.144969517403605,0.001,0.016,0.224312646822225,0.110922610061653
0.026270839131601,0.001,0.016,0.227055656436127,0.369808193614093
-0.00532056394551671,0.001,0.016,0.206680996073306,0.148326610971406
-0.206864003113487,0.001,0.016,0.203933804375909,0.104865793041814
-0.169000201835201,0.001,0.016,0.201373750762172,0.209244989182998
0.0531736813949705,0.001,0.016,0.205488308424082,0.136674865741815
-0.00788148987173424,0.001,0.016,0.184109636907379,0.0926103589798274
0.218669984214283,0.001,0.016,0.18031546461518,0.0763993158412151
-0.0980725176707578,0.001,0.016,0.282725292035009,0.168395645879439
-0.0677898824559337,0.001,0.016,0.182063829810263,0.155596224171104
-0.129567473709735,0.001,0.016,0.219803794480821,0.138991983084608
0.216759121973647,0.001,0.016,0.226236870548917,0.272651416328488
0.096911816792667,0.001,0.016,0.188434763726098,0.118189939294782
-0.143080583559981,0.001,0.016,0.242372581818154,0.174025367547167
0.13835103980727,0.001,0.016,0.174920014817711,0.0996042845279519
0.345461567904062,0.001,0.016,0.167355901905563,0.118738783169777
-0.0679287388726435,0.001,0.016,0.214270662625192,0.142957454555011
-0.557649741835619,0.001,0.016,0.289948686667633,0.101166230867504
-0.239529753417597,0.001,0.016,0.219874051838842,0.111493608296684
0.07758343651706,0.001,0.016,0.203583000022603,0.160661437856946
-0.0314224171697289,0.001,0.016,0.215104541197875,0.142346307309343
-0.108443590866147,0.001,0.016,0.188516099213018,0.0837475307946544
-0.0341769538899939,0.001,0.016,0.202940684714775,0.113014621546145
0.101169090740512,0.001,0.016,0.179802874509528,0.14192549611043
-0.279656791227105,0.001,0.016,0.241184301902474,0.126526743335084
0.117644117498163,0.001,0.016,0.18095460769535,0.155196215678943
-0.127026768614215,0.001,0.016,0.200243878452743,0.341855440232844
-0.327391875188614,0.001,0.016,0.414236990118238,0.240185902284088
-0.453690484182218,0.001,0.016,0.251448575939844,0.143019307705096
-0.0484737396619764,0.001,0.016,0.200346729908264,0.134238033327523
-0.206024062114618,0.001,0.016,0.223328345401964,0.128080149679675
-0.299398835393944,0.001,0.016,0.272564794849949,0.113577489569897
0.00379734566725191,0.001,0.016,0.205623339015501,0.13355544528419
-0.163510720235545,0.001,0.016,0.209100526161963,0.106054418324569
-0.0909382324141663,0.001,0.016,0.225320704868446,0.20206870134553
0.345018522351171,0.001,0.016,0.181093969392439,0.138855146927574
-0.0361097658181709,0.001,0.016,0.219415827823207,0.136745137200664
-0.0180151663013613,0.001,0.016,0.199226467956058,0.114133858387161
0.0118075283304982,0.001,0.016,0.220870023050977,0.150576108029839
0.0879014774792022,0.001,0.016,0.167843025207532,0.0977199306809182
-0.502424586907871,0.001,0.016,0.301992532151017,0.159956474967739
0.0646697090841535,0.001,0.016,0.190313833237715,0.118475855523823
0.225902549179291,0.001,0.016,0.180655350917507,0.13984370295438
-0.462289859210789,0.001,0.016,0.289690043292368,0.174176853944049
-0.0181859545158844,0.001,0.021,0.20944150787054,0.139785969246159
-0.0188954182274446,0.001,0.021,0.204123747703484,0.104689355652203
0.244786671409097,0.001,0.021,0.173690664297859,0.153620321588579
-0.245099510485918,0.001,0.021,0.262860619277089,0.180031178246999
0.0518796844849153,0.001,0.021,0.183495931144493,0.105053619937239
-0.154997860486007,0.001,0.021,0.207000309478726,0.100310654289022
0.1439541713786,0.001,0.021,0.164452401599885,0.184497200238535
0.0459522340015802,0.001,0.021,0.204023480555627,0.139060997523927
0.168654300986344,0.001,0.021,0.216278601614016,0.178384002420119
-0.157281473157809,0.001,0.021,0.221001288621547,0.14217154296117
0.168428363417486,0.001,0.021,0.187975244722449,0.155731156752056
0.542960423402279,0.001,0.021,0.163040785431676,0.158659731778179
-0.18173745725259,0.001,0.021,0.210461806988765,0.0993679439090697
-0.121028227832396,0.001,0.021,0.212908583501414,0.108638086820558
-0.154645625016751,0.001,0.021,0.203392858211774,0.0985842874147451
-0.00493795824314419,0.001,0.021,0.215774759832093,0.151808631933988
-0.0614970059821135,0.001,0.021,0.193988279038486,0.21234712626446
-0.0580653459013635,0.001,0.021,0.209269460787189,0.211691102516602
-0.187178126347541,0.001,0.021,0.226878617643137,0.113288286267619
-0.0263335020077884,0.001,0.021,0.239985268573652,0.280581486222952
0.159232444231173,0.001,0.021,0.177614428423473,0.125098396079119
0.0736173801372965,0.001,0.021,0.285739251478906,0.122267362526375
-0.295136186550481,0.001,0.021,0.2462765882643,0.12051528896532
-0.159015680715133,0.001,0.021,0.242962076324125,0.142433304864374
